id,name,ec,gene,organism,uniprot
enz_ec_1_2_3_15,EC 1.2.3.15,1.2.3.15,,,
enz_ec_4_1_3_24,EC 4.1.3.24,4.1.3.24,,,
enz_ec_4_1_3_25,EC 4.1.3.25,4.1.3.25,,,
enz_ec_4_1_3_46,EC 4.1.3.46,4.1.3.46,,,
enz_ec_5_4_99_1,EC 5.4.99.1,5.4.99.1,,,
enz_ec_1_2_1_105,EC 1.2.1.105,1.2.1.105,,,
enz_ec_1_2_1_52,EC 1.2.1.52,1.2.1.52,,,
enz_ec_2_3_1_61,EC 2.3.1.61,2.3.1.61,,,
enz_ec_2_3_1_182,EC 2.3.1.182,2.3.1.182,,,
enz_ec_2_3_3_13,EC 2.3.3.13,2.3.3.13,,,
enz_ec_2_3_3_21,EC 2.3.3.21,2.3.3.21,,,
enz_ec_4_1_3_22,EC 4.1.3.22,4.1.3.22,,,
enz_ec_3_7_1_1,EC 3.7.1.1,3.7.1.1,,,
enz_ec_4_1_1_38,EC 4.1.1.38,4.1.1.38,,,
enz_ec_4_3_1_20,EC 4.3.1.20,4.3.1.20,,,
enz_ec_4_3_1_27,EC 4.3.1.27,4.3.1.27,,,
enz_ec_2_6_1_35,EC 2.6.1.35,2.6.1.35,,,
enz_ec_1_5_1_17,EC 1.5.1.17,1.5.1.17,,,
enz_ec_2_3_1_263,EC 2.3.1.263,2.3.1.263,,,
enz_ec_2_8_3_20,EC 2.8.3.20,2.8.3.20,,,
enz_ec_2_8_3_22,EC 2.8.3.22,2.8.3.22,,,
enz_ec_1_5_1_16,EC 1.5.1.16,1.5.1.16,,,
enz_ec_2_3_1_306,EC 2.3.1.306,2.3.1.306,,,
enz_ec_2_3_1_32,EC 2.3.1.32,2.3.1.32,,,
enz_ec_3_5_1_17,EC 3.5.1.17,3.5.1.17,,,
enz_ec_4_1_3_13,EC 4.1.3.13,4.1.3.13,,,
enz_ec_4_1_3_14,EC 4.1.3.14,4.1.3.14,,,
enz_ec_4_1_3_41,EC 4.1.3.41,4.1.3.41,,,
enz_ec_3_5_5_4,EC 3.5.5.4,3.5.5.4,,,
enz_ec_2_8_2_1,EC 2.8.2.1,2.8.2.1,,,
enz_ec_2_8_2_15,EC 2.8.2.15,2.8.2.15,,,
enz_ec_2_8_2_36,EC 2.8.2.36,2.8.2.36,,,
enz_ec_1_5_1_11,EC 1.5.1.11,1.5.1.11,,,
enz_ec_2_7_1_80,EC 2.7.1.80,2.7.1.80,,,
enz_ec_4_5_1_3,EC 4.5.1.3,4.5.1.3,,,
enz_ec_1_5_3_4,EC 1.5.3.4,1.5.3.4,,,
enz_ec_2_1_1_53,EC 2.1.1.53,2.1.1.53,,,
enz_ec_2_6_1_39,EC 2.6.1.39,2.6.1.39,,,
enz_ec_2_6_1_73,EC 2.6.1.73,2.6.1.73,,,
enz_ec_5_4_2_9,EC 5.4.2.9,5.4.2.9,,,
enz_ec_2_3_1_127,EC 2.3.1.127,2.3.1.127,,,
enz_ec_2_3_1_36,EC 2.3.1.36,2.3.1.36,,,
enz_ec_2_3_1_53,EC 2.3.1.53,2.3.1.53,,,
enz_ec_4_3_1_23,EC 4.3.1.23,4.3.1.23,,,
enz_ec_4_3_1_24,EC 4.3.1.24,4.3.1.24,,,
enz_ec_4_3_1_25,EC 4.3.1.25,4.3.1.25,,,
enz_ec_4_3_1_5,EC 4.3.1.5,4.3.1.5,,,
enz_ec_1_2_1_18,EC 1.2.1.18,1.2.1.18,,,
enz_ec_1_2_1_75,EC 1.2.1.75,1.2.1.75,,,
enz_ec_4_1_2_36,EC 4.1.2.36,4.1.2.36,,,
enz_ec_2_7_1_101,EC 2.7.1.101,2.7.1.101,,,
enz_ec_2_7_1_4,EC 2.7.1.4,2.7.1.4,,,
enz_ec_4_1_2_22,EC 4.1.2.22,4.1.2.22,,,
enz_ec_3_5_3_2,EC 3.5.3.2,3.5.3.2,,,
enz_ec_3_5_1_116,EC 3.5.1.116,3.5.1.116,,,
enz_ec_3_5_3_19,EC 3.5.3.19,3.5.3.19,,,
enz_ec_3_5_3_4,EC 3.5.3.4,3.5.3.4,,,
enz_ec_4_3_2_3,EC 4.3.2.3,4.3.2.3,,,
enz_ec_3_5_3_14,EC 3.5.3.14,3.5.3.14,,,
enz_ec_4_2_1_69,EC 4.2.1.69,4.2.1.69,,,
enz_ec_1_7_3_4,EC 1.7.3.4,1.7.3.4,,,
enz_ec_1_7_3_6,EC 1.7.3.6,1.7.3.6,,,
enz_ec_1_14_13_1,EC 1.14.13.1,1.14.13.1,,,
enz_ec_4_1_1_63,EC 4.1.1.63,4.1.1.63,,,
enz_ec_1_14_12_1,EC 1.14.12.1,1.14.12.1,,,
enz_ec_1_1_5_14,EC 1.1.5.14,1.1.5.14,,,
enz_ec_1_14_99_39,EC 1.14.99.39,1.14.99.39,,,
enz_ec_1_17_5_2,EC 1.17.5.2,1.17.5.2,,,
enz_ec_1_5_1_26,EC 1.5.1.26,1.5.1.26,,,
enz_ec_3_4_13_4,EC 3.4.13.4,3.4.13.4,,,
enz_ec_2_8_3_1,EC 2.8.3.1,2.8.3.1,,,
enz_ec_2_8_3_12,EC 2.8.3.12,2.8.3.12,,,
enz_ec_2_8_3_18,EC 2.8.3.18,2.8.3.18,,,
enz_ec_2_1_3_1,EC 2.1.3.1,2.1.3.1,,,
enz_ec_2_3_1_226,EC 2.3.1.226,2.3.1.226,,,
enz_ec_4_1_1_41,EC 4.1.1.41,4.1.1.41,,,
enz_ec_4_1_1_9,EC 4.1.1.9,4.1.1.9,,,
enz_ec_4_1_1_94,EC 4.1.1.94,4.1.1.94,,,
enz_ec_6_4_1_2,EC 6.4.1.2,6.4.1.2,,,
enz_ec_6_4_1_3,EC 6.4.1.3,6.4.1.3,,,
enz_ec_7_2_4_3,EC 7.2.4.3,7.2.4.3,,,
enz_ec_1_14_12_14,EC 1.14.12.14,1.14.12.14,,,
enz_ec_1_14_13_35,EC 1.14.13.35,1.14.13.35,,,
enz_ec_6_2_1_32,EC 6.2.1.32,6.2.1.32,,,
enz_ec_2_1_1_111,EC 2.1.1.111,2.1.1.111,,,
enz_ec_2_3_1_113,EC 2.3.1.113,2.3.1.113,,,
enz_ec_4_1_1_24,EC 4.1.1.24,4.1.1.24,,,
enz_ec_1_1_1_85,EC 1.1.1.85,1.1.1.85,,,
enz_ec_2_4_1_153,EC 2.4.1.153,2.4.1.153,,,
enz_ec_2_3_1_66,EC 2.3.1.66,2.3.1.66,,,
enz_ec_5_4_3_7,EC 5.4.3.7,5.4.3.7,,,
enz_ec_3_1_1_44,EC 3.1.1.44,3.1.1.44,,,
enz_ec_2_3_2_14,EC 2.3.2.14,2.3.2.14,,,
enz_ec_3_5_1_62,EC 3.5.1.62,3.5.1.62,,,
enz_ec_2_3_1_33,EC 2.3.1.33,2.3.1.33,,,
enz_ec_2_6_1_38,EC 2.6.1.38,2.6.1.38,,,
enz_ec_2_1_1_162,EC 2.1.1.162,2.1.1.162,,,
enz_ec_2_1_1_44,EC 2.1.1.44,2.1.1.44,,,
enz_ec_4_1_1_61,EC 4.1.1.61,4.1.1.61,,,
enz_ec_6_2_1_9,EC 6.2.1.9,6.2.1.9,,,
enz_ec_4_2_1_65,EC 4.2.1.65,4.2.1.65,,,
enz_ec_4_2_1_84,EC 4.2.1.84,4.2.1.84,,,
enz_ec_3_2_2_1,EC 3.2.2.1,3.2.2.1,,,
enz_ec_3_2_2_3,EC 3.2.2.3,3.2.2.3,,,
enz_ec_1_2_1_42,EC 1.2.1.42,1.2.1.42,,,
enz_ec_1_2_1_57,EC 1.2.1.57,1.2.1.57,,,
enz_ec_1_2_1_80,EC 1.2.1.80,1.2.1.80,,,
enz_ec_1_14_13_2,EC 1.14.13.2,1.14.13.2,,,
enz_ec_1_14_13_33,EC 1.14.13.33,1.14.13.33,,,
enz_ec_1_14_13_114,EC 1.14.13.114,1.14.13.114,,,
enz_ec_1_14_13_64,EC 1.14.13.64,1.14.13.64,,,
enz_ec_3_8_1_6,EC 3.8.1.6,3.8.1.6,,,
enz_ec_3_7_1_26,EC 3.7.1.26,3.7.1.26,,,
enz_ec_4_2_99_12,EC 4.2.99.12,4.2.99.12,,,
enz_ec_3_1_2_11,EC 3.1.2.11,3.1.2.11,,,
enz_ec_4_2_1_27,EC 4.2.1.27,4.2.1.27,,,
enz_ec_2_7_2_2,EC 2.7.2.2,2.7.2.2,,,
enz_ec_6_3_4_14,EC 6.3.4.14,6.3.4.14,,,
enz_ec_6_3_5_5,EC 6.3.5.5,6.3.5.5,,,
enz_ec_3_5_3_20,EC 3.5.3.20,3.5.3.20,,,
enz_ec_3_5_1_40,EC 3.5.1.40,3.5.1.40,,,
enz_ec_1_1_1_121,EC 1.1.1.121,1.1.1.121,,,
enz_ec_1_1_1_122,EC 1.1.1.122,1.1.1.122,,,
enz_ec_1_1_1_175,EC 1.1.1.175,1.1.1.175,,,
enz_ec_1_1_1_435,EC 1.1.1.435,1.1.1.435,,,
enz_ec_2_2_1_3,EC 2.2.1.3,2.2.1.3,,,
enz_ec_3_1_6_17,EC 3.1.6.17,3.1.6.17,,,
enz_ec_1_4_1_18,EC 1.4.1.18,1.4.1.18,,,
enz_ec_1_4_3_20,EC 1.4.3.20,1.4.3.20,,,
enz_ec_1_4_3_27,EC 1.4.3.27,1.4.3.27,,,
enz_ec_1_4_3_8,EC 1.4.3.8,1.4.3.8,,,
enz_ec_1_14_13_84,EC 1.14.13.84,1.14.13.84,,,
enz_ec_1_17_3_2,EC 1.17.3.2,1.17.3.2,,,
enz_ec_1_2_1_29,EC 1.2.1.29,1.2.1.29,,,
enz_ec_1_2_1_30,EC 1.2.1.30,1.2.1.30,,,
enz_ec_1_2_1_48,EC 1.2.1.48,1.2.1.48,,,
enz_ec_1_2_3_14,EC 1.2.3.14,1.2.3.14,,,
enz_ec_3_1_3_38,EC 3.1.3.38,3.1.3.38,,,
enz_ec_1_1_1_118,EC 1.1.1.118,1.1.1.118,,,
enz_ec_1_1_1_370,EC 1.1.1.370,1.1.1.370,,,
enz_ec_1_1_1_47,EC 1.1.1.47,1.1.1.47,,,
enz_ec_1_1_1_48,EC 1.1.1.48,1.1.1.48,,,
enz_ec_1_1_3_4,EC 1.1.3.4,1.1.3.4,,,
enz_ec_1_1_3_5,EC 1.1.3.5,1.1.3.5,,,
enz_ec_1_1_5_2,EC 1.1.5.2,1.1.5.2,,,
enz_ec_1_1_1_119,EC 1.1.1.119,1.1.1.119,,,
enz_ec_1_1_1_120,EC 1.1.1.120,1.1.1.120,,,
enz_ec_1_1_1_360,EC 1.1.1.360,1.1.1.360,,,
enz_ec_1_1_99_28,EC 1.1.99.28,1.1.99.28,,,
enz_ec_1_1_1_137,EC 1.1.1.137,1.1.1.137,,,
enz_ec_3_1_8_1,EC 3.1.8.1,3.1.8.1,,,
enz_ec_3_1_8_2,EC 3.1.8.2,3.1.8.2,,,
enz_ec_3_8_2_2,EC 3.8.2.2,3.8.2.2,,,
enz_ec_4_1_2_46,EC 4.1.2.46,4.1.2.46,,,
enz_ec_4_1_2_47,EC 4.1.2.47,4.1.2.47,,,
enz_ec_2_8_3_2,EC 2.8.3.2,2.8.3.2,,,
enz_ec_3_5_3_3,EC 3.5.3.3,3.5.3.3,,,
enz_ec_2_7_1_114,EC 2.7.1.114,2.7.1.114,,,
enz_ec_2_7_1_54,EC 2.7.1.54,2.7.1.54,,,
enz_ec_2_6_1_31,EC 2.6.1.31,2.6.1.31,,,
enz_ec_2_6_1_54,EC 2.6.1.54,2.6.1.54,,,
enz_ec_3_5_3_16,EC 3.5.3.16,3.5.3.16,,,
enz_ec_1_2_1_15,EC 1.2.1.15,1.2.1.15,,,
enz_ec_2_7_7_51,EC 2.7.7.51,2.7.7.51,,,
enz_ec_4_1_2_9,EC 4.1.2.9,4.1.2.9,,,
enz_ec_1_14_13_23,EC 1.14.13.23,1.14.13.23,,,
enz_ec_1_14_13_27,EC 1.14.13.27,1.14.13.27,,,
enz_ec_1_3_1_53,EC 1.3.1.53,1.3.1.53,,,
enz_ec_4_1_1_69,EC 4.1.1.69,4.1.1.69,,,
enz_ec_4_1_1_55,EC 4.1.1.55,4.1.1.55,,,
enz_ec_1_14_12_8,EC 1.14.12.8,1.14.12.8,,,
enz_ec_1_5_1_23,EC 1.5.1.23,1.5.1.23,,,
enz_ec_2_1_4_1,EC 2.1.4.1,2.1.4.1,,,
enz_ec_1_1_1_107,EC 1.1.1.107,1.1.1.107,,,
enz_ec_2_6_1_30,EC 2.6.1.30,2.6.1.30,,,
enz_ec_2_7_1_46,EC 2.7.1.46,2.7.1.46,,,
enz_ec_1_1_1_113,EC 1.1.1.113,1.1.1.113,,,
enz_ec_1_1_1_116,EC 1.1.1.116,1.1.1.116,,,
enz_ec_1_1_1_117,EC 1.1.1.117,1.1.1.117,,,
enz_ec_1_1_1_376,EC 1.1.1.376,1.1.1.376,,,
enz_ec_1_1_1_427,EC 1.1.1.427,1.1.1.427,,,
enz_ec_1_1_1_46,EC 1.1.1.46,1.1.1.46,,,
enz_ec_1_1_1_307,EC 1.1.1.307,1.1.1.307,,,
enz_ec_1_1_1_430,EC 1.1.1.430,1.1.1.430,,,
enz_ec_1_1_1_431,EC 1.1.1.431,1.1.1.431,,,
enz_ec_1_1_3_41,EC 1.1.3.41,1.1.3.41,,,
enz_ec_4_1_2_10,EC 4.1.2.10,4.1.2.10,,,
enz_ec_4_1_2_11,EC 4.1.2.11,4.1.2.11,,,
enz_ec_2_3_1_44,EC 2.3.1.44,2.3.1.44,,,
enz_ec_3_1_1_53,EC 3.1.1.53,3.1.1.53,,,
enz_ec_2_3_1_45,EC 2.3.1.45,2.3.1.45,,,
enz_ec_1_1_1_200,EC 1.1.1.200,1.1.1.200,,,
enz_ec_1_1_1_224,EC 1.1.1.224,1.1.1.224,,,
enz_ec_1_3_1_14,EC 1.3.1.14,1.3.1.14,,,
enz_ec_1_3_1_15,EC 1.3.1.15,1.3.1.15,,,
enz_ec_1_3_3_1,EC 1.3.3.1,1.3.3.1,,,
enz_ec_1_3_3_2,EC 1.3.3.2,1.3.3.2,,,
enz_ec_1_3_5_2,EC 1.3.5.2,1.3.5.2,,,
enz_ec_1_3_98_1,EC 1.3.98.1,1.3.98.1,,,
enz_ec_1_3_99_11,EC 1.3.99.11,1.3.99.11,,,
enz_ec_1_14_11_3,EC 1.14.11.3,1.14.11.3,,,
enz_ec_2_5_1_45,EC 2.5.1.45,2.5.1.45,,,
enz_ec_1_1_1_108,EC 1.1.1.108,1.1.1.108,,,
enz_ec_1_1_1_254,EC 1.1.1.254,1.1.1.254,,,
enz_ec_2_7_8_10,EC 2.7.8.10,2.7.8.10,,,
enz_ec_3_1_4_38,EC 3.1.4.38,3.1.4.38,,,
enz_ec_3_12_1_1,EC 3.12.1.1,3.12.1.1,,,
enz_ec_2_1_1_104,EC 2.1.1.104,2.1.1.104,,,
enz_ec_2_3_1_138,EC 2.3.1.138,2.3.1.138,,,
enz_ec_2_3_1_64,EC 2.3.1.64,2.3.1.64,,,
enz_ec_4_2_3_11,EC 4.2.3.11,4.2.3.11,,,
enz_ec_4_2_3_116,EC 4.2.3.116,4.2.3.116,,,
enz_ec_4_2_3_117,EC 4.2.3.117,4.2.3.117,,,
enz_ec_2_6_1_18,EC 2.6.1.18,2.6.1.18,,,
enz_ec_2_7_1_90,EC 2.7.1.90,2.7.1.90,,,
enz_ec_2_6_1_49,EC 2.6.1.49,2.6.1.49,,,
enz_ec_2_8_3_13,EC 2.8.3.13,2.8.3.13,,,
enz_ec_2_8_2_25,EC 2.8.2.25,2.8.2.25,,,
enz_ec_3_1_3_22,EC 3.1.3.22,3.1.3.22,,,
enz_ec_3_1_3_23,EC 3.1.3.23,3.1.3.23,,,
enz_ec_3_1_3_50,EC 3.1.3.50,3.1.3.50,,,
enz_ec_1_2_1_44,EC 1.2.1.44,1.2.1.44,,,
enz_ec_4_1_1_113,EC 4.1.1.113,4.1.1.113,,,
enz_ec_4_1_1_6,EC 4.1.1.6,4.1.1.6,,,
enz_ec_1_3_1_31,EC 1.3.1.31,1.3.1.31,,,
enz_ec_4_1_2_18,EC 4.1.2.18,4.1.2.18,,,
enz_ec_4_1_2_53,EC 4.1.2.53,4.1.2.53,,,
enz_ec_4_1_2_64,EC 4.1.2.64,4.1.2.64,,,
enz_ec_3_5_1_75,EC 3.5.1.75,3.5.1.75,,,
enz_ec_1_14_16_2,EC 1.14.16.2,1.14.16.2,,,
enz_ec_2_3_1_110,EC 2.3.1.110,2.3.1.110,,,
enz_ec_2_8_3_7,EC 2.8.3.7,2.8.3.7,,,
enz_ec_4_2_1_2,EC 4.2.1.2,4.2.1.2,,,
enz_ec_4_2_1_31,EC 4.2.1.31,4.2.1.31,,,
enz_ec_4_2_1_36,EC 4.2.1.36,4.2.1.36,,,
enz_ec_3_2_1_66,EC 3.2.1.66,3.2.1.66,,,
enz_ec_1_14_13_58,EC 1.14.13.58,1.14.13.58,,,
enz_ec_1_2_1_58,EC 1.2.1.58,1.2.1.58,,,
enz_ec_2_3_1_144,EC 2.3.1.144,2.3.1.144,,,
enz_ec_3_5_3_1,EC 3.5.3.1,3.5.3.1,,,
enz_ec_3_5_3_10,EC 3.5.3.10,3.5.3.10,,,
enz_ec_1_1_1_164,EC 1.1.1.164,1.1.1.164,,,
enz_ec_1_1_1_192,EC 1.1.1.192,1.1.1.192,,,
enz_ec_1_1_1_284,EC 1.1.1.284,1.1.1.284,,,
enz_ec_1_1_3_20,EC 1.1.3.20,1.1.3.20,,,
enz_ec_2_3_1_112,EC 2.3.1.112,2.3.1.112,,,
enz_ec_4_2_1_56,EC 4.2.1.56,4.2.1.56,,,
enz_ec_4_1_2_32,EC 4.1.2.32,4.1.2.32,,,
enz_ec_3_3_2_4,EC 3.3.2.4,3.3.2.4,,,
enz_ec_3_5_1_64,EC 3.5.1.64,3.5.1.64,,,
enz_ec_1_14_13_148,EC 1.14.13.148,1.14.13.148,,,
enz_ec_1_6_6_9,EC 1.6.6.9,1.6.6.9,,,
enz_ec_1_7_2_3,EC 1.7.2.3,1.7.2.3,,,
enz_ec_1_14_13_24,EC 1.14.13.24,1.14.13.24,,,
enz_ec_1_1_1_313,EC 1.1.1.313,1.1.1.313,,,
enz_ec_4_5_1_4,EC 4.5.1.4,4.5.1.4,,,
enz_ec_5_3_99_7,EC 5.3.99.7,5.3.99.7,,,
enz_ec_2_8_2_26,EC 2.8.2.26,2.8.2.26,,,
enz_ec_2_8_2_3,EC 2.8.2.3,2.8.2.3,,,
enz_ec_3_1_6_1,EC 3.1.6.1,3.1.6.1,,,
enz_ec_3_1_6_12,EC 3.1.6.12,3.1.6.12,,,
enz_ec_3_1_6_8,EC 3.1.6.8,3.1.6.8,,,
enz_ec_2_8_2_27,EC 2.8.2.27,2.8.2.27,,,
enz_ec_1_13_11_4,EC 1.13.11.4,1.13.11.4,,,
enz_ec_1_10_3_5,EC 1.10.3.5,1.10.3.5,,,
enz_ec_2_1_1_380,EC 2.1.1.380,2.1.1.380,,,
enz_ec_3_6_1_21,EC 3.6.1.21,3.6.1.21,,,
enz_ec_1_2_3_7,EC 1.2.3.7,1.2.3.7,,,
enz_ec_2_6_1_50,EC 2.6.1.50,2.6.1.50,,,
enz_ec_3_1_4_1,EC 3.1.4.1,3.1.4.1,,,
enz_ec_3_6_1_17,EC 3.6.1.17,3.6.1.17,,,
enz_ec_3_6_1_29,EC 3.6.1.29,3.6.1.29,,,
enz_ec_3_6_1_9,EC 3.6.1.9,3.6.1.9,,,
enz_ec_5_4_3_3,EC 5.4.3.3,5.4.3.3,,,
enz_ec_5_4_3_4,EC 5.4.3.4,5.4.3.4,,,
enz_ec_3_8_1_3,EC 3.8.1.3,3.8.1.3,,,
enz_ec_1_1_3_38,EC 1.1.3.38,1.1.3.38,,,
enz_ec_1_11_1_14,EC 1.11.1.14,1.11.1.14,,,
enz_ec_1_2_1_65,EC 1.2.1.65,1.2.1.65,,,
enz_ec_3_1_1_55,EC 3.1.1.55,3.1.1.55,,,
enz_ec_3_1_1_27,EC 3.1.1.27,3.1.1.27,,,
enz_ec_2_3_1_98,EC 2.3.1.98,2.3.1.98,,,
enz_ec_2_6_1_41,EC 2.6.1.41,2.6.1.41,,,
enz_ec_2_6_1_88,EC 2.6.1.88,2.6.1.88,,,
enz_ec_4_3_1_14,EC 4.3.1.14,4.3.1.14,,,
enz_ec_2_3_3_12,EC 2.3.3.12,2.3.3.12,,,
enz_ec_2_3_1_91,EC 2.3.1.91,2.3.1.91,,,
enz_ec_6_3_2_20,EC 6.3.2.20,6.3.2.20,,,
enz_ec_1_14_11_23,EC 1.14.11.23,1.14.11.23,,,
enz_ec_1_14_20_6,EC 1.14.20.6,1.14.20.6,,,
enz_ec_3_1_2_4,EC 3.1.2.4,3.1.2.4,,,
enz_ec_6_2_1_36,EC 6.2.1.36,6.2.1.36,,,
enz_ec_2_8_2_24,EC 2.8.2.24,2.8.2.24,,,
enz_ec_2_8_2_38,EC 2.8.2.38,2.8.2.38,,,
enz_ec_1_1_1_30,EC 1.1.1.30,1.1.1.30,,,
enz_ec_1_1_1_45,EC 1.1.1.45,1.1.1.45,,,
enz_ec_1_1_99_24,EC 1.1.99.24,1.1.99.24,,,
enz_ec_2_8_3_9,EC 2.8.3.9,2.8.3.9,,,
enz_ec_2_1_1_94,EC 2.1.1.94,2.1.1.94,,,
enz_ec_3_5_4_16,EC 3.5.4.16,3.5.4.16,,,
enz_ec_4_2_1_108,EC 4.2.1.108,4.2.1.108,,,
enz_ec_1_5_3_16,EC 1.5.3.16,1.5.3.16,,,
enz_ec_2_5_1_23,EC 2.5.1.23,2.5.1.23,,,
enz_ec_3_1_4_43,EC 3.1.4.43,3.1.4.43,,,
enz_ec_1_1_1_110,EC 1.1.1.110,1.1.1.110,,,
enz_ec_1_1_1_222,EC 1.1.1.222,1.1.1.222,,,
enz_ec_1_1_1_237,EC 1.1.1.237,1.1.1.237,,,
enz_ec_1_1_1_96,EC 1.1.1.96,1.1.1.96,,,
enz_ec_1_2_1_10,EC 1.2.1.10,1.2.1.10,,,
enz_ec_1_2_1_87,EC 1.2.1.87,1.2.1.87,,,
enz_ec_2_7_1_65,EC 2.7.1.65,2.7.1.65,,,
enz_ec_3_1_3_40,EC 3.1.3.40,3.1.3.40,,,
enz_ec_3_1_3_57,EC 3.1.3.57,3.1.3.57,,,
enz_ec_3_1_3_62,EC 3.1.3.62,3.1.3.62,,,
enz_ec_3_1_3_7,EC 3.1.3.7,3.1.3.7,,,
enz_ec_1_14_99_2,EC 1.14.99.2,1.14.99.2,,,
enz_ec_4_1_99_17,EC 4.1.99.17,4.1.99.17,,,
enz_ec_1_1_4_1,EC 1.1.4.1,1.1.4.1,,,
enz_ec_1_17_4_4,EC 1.17.4.4,1.17.4.4,,,
enz_ec_3_8_1_1,EC 3.8.1.1,3.8.1.1,,,
enz_ec_3_8_1_5,EC 3.8.1.5,3.8.1.5,,,
enz_ec_1_14_12_3,EC 1.14.12.3,1.14.12.3,,,
enz_ec_2_1_1_398,EC 2.1.1.398,2.1.1.398,,,
enz_ec_2_1_1_42,EC 2.1.1.42,2.1.1.42,,,
enz_ec_2_4_1_189,EC 2.4.1.189,2.4.1.189,,,
enz_ec_3_2_1_139,EC 3.2.1.139,3.2.1.139,,,
enz_ec_3_2_1_167,EC 3.2.1.167,3.2.1.167,,,
enz_ec_3_2_1_31,EC 3.2.1.31,3.2.1.31,,,
enz_ec_1_14_11_22,EC 1.14.11.22,1.14.11.22,,,
enz_ec_1_14_20_5,EC 1.14.20.5,1.14.20.5,,,
enz_ec_3_5_1_39,EC 3.5.1.39,3.5.1.39,,,
enz_ec_1_1_1_219,EC 1.1.1.219,1.1.1.219,,,
enz_ec_1_1_1_348,EC 1.1.1.348,1.1.1.348,,,
enz_ec_1_14_11_60,EC 1.14.11.60,1.14.11.60,,,
enz_ec_1_14_13_180,EC 1.14.13.180,1.14.13.180,,,
enz_ec_1_14_13_19,EC 1.14.13.19,1.14.13.19,,,
enz_ec_1_14_13_232,EC 1.14.13.232,1.14.13.232,,,
enz_ec_1_14_14_12,EC 1.14.14.12,1.14.14.12,,,
enz_ec_1_14_11_9,EC 1.14.11.9,1.14.11.9,,,
enz_ec_2_3_1_11,EC 2.3.1.11,2.3.1.11,,,
enz_ec_4_2_1_34,EC 4.2.1.34,4.2.1.34,,,
enz_ec_4_2_1_35,EC 4.2.1.35,4.2.1.35,,,
enz_ec_3_1_2_20,EC 3.1.2.20,3.1.2.20,,,
enz_ec_4_3_1_2,EC 4.3.1.2,4.3.1.2,,,
enz_ec_4_2_1_67,EC 4.2.1.67,4.2.1.67,,,
enz_ec_4_2_1_68,EC 4.2.1.68,4.2.1.68,,,
enz_ec_4_2_1_90,EC 4.2.1.90,4.2.1.90,,,
enz_ec_1_1_5_3,EC 1.1.5.3,1.1.5.3,,,
enz_ec_1_1_5_6,EC 1.1.5.6,1.1.5.6,,,
enz_ec_1_1_5_8,EC 1.1.5.8,1.1.5.8,,,
enz_ec_1_10_99_2,EC 1.10.99.2,1.10.99.2,,,
enz_ec_1_14_18_3,EC 1.14.18.3,1.14.18.3,,,
enz_ec_1_17_5_1,EC 1.17.5.1,1.17.5.1,,,
enz_ec_1_3_5_6,EC 1.3.5.6,1.3.5.6,,,
enz_ec_1_6_5_2,EC 1.6.5.2,1.6.5.2,,,
enz_ec_1_7_5_1,EC 1.7.5.1,1.7.5.1,,,
enz_ec_1_8_5_2,EC 1.8.5.2,1.8.5.2,,,
enz_ec_2_3_3_2,EC 2.3.3.2,2.3.3.2,,,
enz_ec_2_3_3_4,EC 2.3.3.4,2.3.3.4,,,
enz_ec_2_3_1_132,EC 2.3.1.132,2.3.1.132,,,
enz_ec_1_1_3_17,EC 1.1.3.17,1.1.3.17,,,
enz_ec_1_1_3_23,EC 1.1.3.23,1.1.3.23,,,
enz_ec_1_1_99_1,EC 1.1.99.1,1.1.99.1,,,
enz_ec_1_14_13_246,EC 1.14.13.246,1.14.13.246,,,
enz_ec_1_14_13_78,EC 1.14.13.78,1.14.13.78,,,
enz_ec_1_14_14_145,EC 1.14.14.145,1.14.14.145,,,
enz_ec_1_2_1_36,EC 1.2.1.36,1.2.1.36,,,
enz_ec_1_2_3_11,EC 1.2.3.11,1.2.3.11,,,
enz_ec_6_2_1_33,EC 6.2.1.33,6.2.1.33,,,
enz_ec_2_3_1_65,EC 2.3.1.65,2.3.1.65,,,
enz_ec_3_5_1_74,EC 3.5.1.74,3.5.1.74,,,
enz_ec_1_14_13_20,EC 1.14.13.20,1.14.13.20,,,
enz_ec_2_7_2_14,EC 2.7.2.14,2.7.2.14,,,
enz_ec_2_7_2_7,EC 2.7.2.7,2.7.2.7,,,
enz_ec_2_1_1_99,EC 2.1.1.99,2.1.1.99,,,
enz_ec_2_6_1_21,EC 2.6.1.21,2.6.1.21,,,
enz_ec_2_6_1_65,EC 2.6.1.65,2.6.1.65,,,
enz_ec_4_1_1_82,EC 4.1.1.82,4.1.1.82,,,
enz_ec_3_8_1_7,EC 3.8.1.7,3.8.1.7,,,
enz_ec_3_1_1_1,EC 3.1.1.1,3.1.1.1,,,
enz_ec_3_1_1_56,EC 3.1.1.56,3.1.1.56,,,
enz_ec_6_3_3_1,EC 6.3.3.1,6.3.3.1,,,
enz_ec_4_1_1_21,EC 4.1.1.21,4.1.1.21,,,
enz_ec_5_4_99_18,EC 5.4.99.18,5.4.99.18,,,
enz_ec_1_13_11_1,EC 1.13.11.1,1.13.11.1,,,
enz_ec_2_4_1_69,EC 2.4.1.69,2.4.1.69,,,
enz_ec_3_2_1_63,EC 3.2.1.63,3.2.1.63,,,
enz_ec_1_13_11_8,EC 1.13.11.8,1.13.11.8,,,
