id,name,ec,source,smarts,ec_list,score,datasets,radius,is_balanced
rr_MNXR110370,RetroRules reaction MNXR110370,1.11.2.5,retrorules,[c;H0:1]:[c;H0:2](:[c;H1:3]:[c;H1:4]:[c;H0:5])-[O;H1:6]>>[O;H1]-[c;H0:3](:[c;H1:4]:[c;H0:5]):[c;H0:2](:[c;H0:1])-[O;H1:6],1.11.2.5;1.14.13;1.14.13.20;1.14.13.M81;1.14.15.45,0.7071067690849304,metanetx,2,
rr_MNXR110393,RetroRules reaction MNXR110393,4.1.1,retrorules,[O;H0:1]=[C;H0:2](-[O;H1:3])-[C;H1:4](-[C;H2:5]-[C;H0:6]#[N;H0:7])-[N;H2:8]>>[N;H0:7]#[C;H0:6]-[C;H2:5]-[C;H2:4]-[N;H2:8].[O;H0:1]=[C;H0:2]=[O;H0:3],4.1.1,0.3469666540622711,metanetx,10,B
rr_MNXR110404,RetroRules reaction MNXR110404,2.6.1.103,retrorules,[O;H0:1]=[C;H0:2](-[O;H1:3])-[C;H0:4](=[O;H0:5])-[c;H0:6](:[c;H1:7]:[c;H1:8]):[c;H1:9]:[c;H1:10]>>[N;H2]-[C;H1](-[C;H0](=[O;H0])-[O;H1])-[c;H0:6](:[c;H1:7]:[c;H1:8]):[c;H1:9]:[c;H1:10].[O;H1]-[c;H0]1:[c;H1]:[c;H1]:[c;H0](-[C;H2]-[C;H0:4](-[C;H0:2](=[O;H0:1])-[O;H1:3])=[O;H0:5]):[c;H1]:[c;H1]:1,2.6.1.103,1.0,metanetx,2,B
rr_MNXR110410,RetroRules reaction MNXR110410,1.13.11.46,retrorules,[C;H0:1](-[O;H1:2])-[C;H0:3](=[O;H0:4])-[C;H2:5]>>[C;H0:1]=[O;H0:2].[O;H0]=[C;H0:3](-[O;H1:4])-[C;H1:5]-[O;H1],1.13.11.46,0.8408964276313782,metanetx,0,B
rr_MNXR110427,RetroRules reaction MNXR110427,2.4.1.327,retrorules,[P;H0:1]-[O;H1:2]>>[C;H3]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:2]-[P;H0:1])-[C;H2]-[C;H2]-[C;H1]-1-[O;H1],2.4.1.327,1.0,metanetx,1,B
rr_MNXR110428,RetroRules reaction MNXR110428,2.4.1,retrorules,[O;H0:1]-[P;H0:2](=[O;H0:3])(-[O;H1:4])-[O;H0:5]-[C;H1:6](-[C;H2:7]-[C;H1:8])-[O;H0:9]-[C;H1:10]>>[C;H3]-[C;H1]1-[O;H0]-[C;H1](-[O;H0]-[C;H1]2-[C;H2]-[C;H1](-[c;H0]3:[c;H1]:[c;H1]:[c;H0]4:[c;H0](:[c;H0]:3-[O;H1])-[C;H0](=[O;H0])-[c;H0]3:[c;H1]:[c;H1]:[c;H0]5:[c;H0](:[c;H0]:3-[C;H0]-4=[O;H0])-[C;H0](=[O;H0])-[C;H2]-[C;H0](-[C;H3])(-[O;H1])-[C;H2]-5)-[O;H0]-[C;H1](-[C;H3])-[C;H1]-2-[O;H1])-[C;H2]-[C;H2]-[C;H1]-1-[O;H0]-[C;H1:6](-[C;H2:7]-[C;H1:8])-[O;H0:9]-[C;H1:10].[O;H0:1]-[P;H0:2](=[O;H0:3])(-[O;H1:4])-[O;H1:5],2.4.1,1.0,metanetx,2,B
rr_MNXR110430,RetroRules reaction MNXR110430,2.4.1.327,retrorules,[P;H0:1]-[O;H1:2]>>[C;H3]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:2]-[P;H0:1])-[C;H2]-[C;H2]-[C;H1]-1-[O;H1],2.4.1.327,1.0,metanetx,1,B
rr_MNXR110434,RetroRules reaction MNXR110434,2.4.1.327,retrorules,[P;H0:1]-[O;H1:2]>>[C;H3]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:2]-[P;H0:1])-[C;H2]-[C;H2]-[C;H1]-1-[O;H1],2.4.1.327,1.0,metanetx,1,B
rr_MNXR110435,RetroRules reaction MNXR110435,2.4.1,retrorules,([C;H1:1]-[O;H0:2].[O;H0:3]-[C;H1:4].[O;H1:5])>>([C;H3]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:5])-[C;H2]-[C;H1](-[O;H1])-[C;H1]-1-[O;H1].[C;H1:1]-[O;H0:3].[O;H0:2]-[C;H1:4]),2.4.1,1.0,metanetx,0,B
rr_MNXR110450,RetroRules reaction MNXR110450,2.4,retrorules,[O;H0:1]-[P;H0:2](=[O;H0:3])(-[O;H1:4])-[O;H0:5]-[P;H0:6](=[O;H0:7])(-[O;H1:8])-[O;H1:9]>>[C;H3]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:9]-[P;H0:6](-[O;H0:5]-[P;H0:2](-[O;H0:1])(=[O;H0:3])-[O;H1:4])(=[O;H0:7])-[O;H1:8])-[C;H2]-[C;H1](-[N;H2])-[C;H1]-1-[O;H1],2.4;2.4.1,1.0,metanetx,4,B
rr_MNXR110451,RetroRules reaction MNXR110451,3.1.1,retrorules,[O;H1:1]-[C;H3:2]>>[C;H3]-[C;H2]-[C;H0]1(-[O;H1])-[C;H2]-[C;H1](-[O;H0]-[C;H1]2-[C;H2]-[C;H1](-[N;H2])-[C;H1](-[O;H1])-[C;H1](-[C;H3])-[O;H0]-2)-[c;H0]2:[c;H0](-[O;H1]):[c;H0]3:[c;H0](:[c;H0](-[O;H1]):[c;H0]:2-[C;H1]-1-[C;H0](=[O;H0])-[O;H0:1]-[C;H3:2])-[C;H0](=[O;H0])-[c;H0]1:[c;H1]:[c;H1]:[c;H1]:[c;H0](-[O;H1]):[c;H0]:1-[C;H0]-3=[O;H0],3.1.1,1.0,metanetx,10,B
rr_MNXR110484,RetroRules reaction MNXR110484,,retrorules,[O;H1]-[C;H2:1]-[C;H1:2]1-[C;H2:3]-[C;H2:4]-[N;H0:5]2-[C;H2:6]-[C;H2:7]-[C;H2:8]-[C;H1:9]-1-2>>[N;H2]-[C;H2:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[N;H1:5]-[C;H2:9]-[C;H2:8]-[C;H2:7]-[C;H2:6]-[N;H2],,0.0933813825249672,metanetx,10,
rr_MNXR110487,RetroRules reaction MNXR110487,,retrorules,[C;H3:1]-[N;H0;+1:2]1=[C;H1:3]-[C;H2:4]-[C;H2:5]-[C;H2:6]-1>>[C;H3]-[O;H0]-[C;H0](=[O;H0])-[C;H1:4]1-[C;H1](-[O;H0]-[C;H0](=[O;H0])-[c;H0]2:[c;H1]:[c;H1]:[c;H1]:[c;H1]:[c;H1]:2)-[C;H2]-[C;H1:6]2-[N;H0;+0:2](-[C;H3:1])-[C;H1:3]-1-[C;H2]-[C;H2:5]-2,,0.0933813825249672,metanetx,10,
rr_MNXR110501,RetroRules reaction MNXR110501,,retrorules,[O;H0:1]=[C;H0:2](-[O;H1:3])-[C;H1:4]=[C;H1:5]-[c;H0:6]1:[c;H1:7]:[c;H1:8]:[c;H1:9]:[c;H1:10]:[c;H1:11]:1>>[C;H3]-[N;H0]1-[C;H1]2-[C;H2]-[C;H2]-[C;H1]-1-[C;H1:4](-[C;H0:2](=[O;H0:1])-[O;H0:3]-[C;H3])-[C;H1](-[O;H0]-[C;H0:5](=[O;H0])-[c;H0:6]1:[c;H1:7]:[c;H1:8]:[c;H1:9]:[c;H1:10]:[c;H1:11]:1)-[C;H2]-2,,0.0933813825249672,metanetx,10,
rr_MNXR110509,RetroRules reaction MNXR110509,2.5.1.111,retrorules,[C;H3:1]-[C;H0:2](-[C;H3:3])=[C;H1:4]-[C;H2:5]-[O;H0:6]-[P;H0:7](=[O;H0:8])(-[O;H1:9])-[O;H0:10]-[P;H0:11]>>[O;H0]=[C;H0](-[O;H1])-[C;H0](=[O;H0])-[C;H2]-[c;H0]1:[c;H1]:[c;H1]:[c;H0](-[O;H1]):[c;H0](-[C;H2:5]-[C;H1:4]=[C;H0:2](-[C;H3:1])-[C;H3:3]):[c;H1]:1.[O;H1:6]-[P;H0:7](=[O;H0:8])(-[O;H1:9])-[O;H0:10]-[P;H0:11],2.5.1.111,1.0,metanetx,3,B
rr_MNXR110523,RetroRules reaction MNXR110523,2.1.3,retrorules,[C;H1:1]-[C;H1:2](-[O;H0:3]-[C;H0:4](-[N;H2:5])=[O;H0:6])-[C;H1:7]>>[C;H1:1]-[C;H1:2](-[O;H1:3])-[C;H1:7].[O;H0]=[P;H0](-[O;H1])(-[O;H1])-[O;H0]-[C;H0:4](-[N;H2:5])=[O;H0:6],2.1.3;2.1.3.12,1.0,metanetx,2,B
rr_MNXR110531,RetroRules reaction MNXR110531,,retrorules,[O;H1]-[c;H0:1]1:[c;H1:2]:[c;H1:3]:[c;H1:4]:[c;H0:5](-[C;H2:6]):[c;H1:7]:1>>[C;H2:6]-[c;H0:5]1:[c;H1:4]:[c;H1:3]:[c;H1:2]:[c;H1:1]:[c;H1:7]:1,,1.0,metanetx,3,
rr_MNXR110532,RetroRules reaction MNXR110532,,retrorules,[O;H1]-[c;H0:1]1:[c;H1:2]:[c;H1:3]:[c;H1:4]:[c;H0:5](-[C;H1:6]):[c;H1:7]:1>>[C;H1:6]-[c;H0:5]1:[c;H1:4]:[c;H1:3]:[c;H1:2]:[c;H1:1]:[c;H1:7]:1,,1.0,metanetx,3,
rr_MNXR110541,RetroRules reaction MNXR110541,2.3.1.115,retrorules,[C;H0:1]-[N;H1:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[N;H1:7]-[C;H2:8]-[C;H2:9]-[S;H0:10]-[C;H0:11](=[O;H0:12])-[C;H2:13]-[C;H0:14](=[O;H0:15])-[O;H1:16]>>[C;H0:1]-[N;H1:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[N;H1:7]-[C;H2:8]-[C;H2:9]-[S;H1:10].[C;H3]-[O;H0]-[c;H0]1:[c;H1]:[c;H1]:[c;H0](-[c;H0]2:[c;H1]:[o;H0]:[c;H0]3:[c;H1]:[c;H0](-[O;H0]-[C;H1]4-[O;H0]-[C;H1](-[C;H2]-[O;H0]-[C;H0:11](=[O;H0:12])-[C;H2:13]-[C;H0:14](=[O;H0:15])-[O;H1:16])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-4-[O;H1]):[c;H1]:[c;H0](-[O;H1]):[c;H0]:3:[c;H0]:2=[O;H0]):[c;H1]:[c;H1]:1,2.3.1.115,1.0,metanetx,8,B
rr_MNXR110553,RetroRules reaction MNXR110553,2.4.1,retrorules,[O;H0:1]=[c;H0:2]1:[c;H0:3](-[O;H1:4]):[c;H0:5](-[c;H0:6](:[c;H1:7]):[c;H1:8]):[o;H0:9]:[c;H0:10]:[c;H0:11]:1:[c;H0:12]>>[O;H1]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:4]-[c;H0:3]2:[c;H0:2](=[O;H0:1]):[c;H0:11](:[c;H0:12]):[c;H0:10]:[o;H0:9]:[c;H0:5]:2-[c;H0:6](:[c;H1:7]):[c;H1:8])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],2.4.1;2.4.1.234;3.2.1.21;3.2.1.62,0.8408964276313782,metanetx,4,B
rr_MNXR110566,RetroRules reaction MNXR110566,2.3.1.115,retrorules,[O;H1:1]-[C;H2:2]-[C;H1:3]1-[O;H0:4]-[C;H1:5](-[O;H0:6]-[c;H0:7](:[c;H1:8]:[c;H0:9]):[c;H1:10]:[c;H0:11])-[C;H1:12](-[O;H1:13])-[C;H1:14](-[O;H1:15])-[C;H1:16]-1-[O;H1:17]>>[O;H0]=[C;H0](-[O;H1])-[C;H2]-[C;H0](=[O;H0])-[O;H0:1]-[C;H2:2]-[C;H1:3]1-[O;H0:4]-[C;H1:5](-[O;H0:6]-[c;H0:7](:[c;H1:8]:[c;H0:9]):[c;H1:10]:[c;H0:11])-[C;H1:12](-[O;H1:13])-[C;H1:14](-[O;H1:15])-[C;H1:16]-1-[O;H1:17],2.3.1.115,1.0,metanetx,8,B
rr_MNXR110572,RetroRules reaction MNXR110572,2.4.1,retrorules,[O;H0:1]-[C;H1:2](-[O;H0:3])-[C;H1:4](-[O;H1:5])-[C;H1:6](-[O;H1:7])-[C;H1:8]>>[O;H0]=[C;H0](-[O;H1])-[C;H1]1-[O;H0]-[C;H1](-[O;H0:5]-[C;H1:4](-[C;H1:2](-[O;H0:1])-[O;H0:3])-[C;H1:6](-[O;H1:7])-[C;H1:8])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],2.4.1;2.4.1.190;2.4.1.254,1.0,metanetx,3,B
rr_MNXR110575,RetroRules reaction MNXR110575,1.1.1.276,retrorules,[N;H2:1]-[C;H2:2]-[C;H1:3]=[O;H0:4]>>[O;H0]=[C;H0](-[O;H1])-[C;H1:2](-[N;H2:1])-[C;H1:3]=[O;H0:4],1.1.1.276;1.1.1.387,0.8408964276313782,metanetx,10,B
rr_MNXR110598,RetroRules reaction MNXR110598,2.2.1,retrorules,[C;H1:1](=[O;H0:2])-[C;H1:3]>>[O;H0]=[C;H0](-[C;H2]-[O;H1])-[C;H1:1](-[O;H1:2])-[C;H1:3],2.2.1;2.2.1.1;2.2.1.13;2.2.1.3;4.1.2.22;4.1.2.9,0.638943076133728,metanetx,1,B
rr_MNXR110617,RetroRules reaction MNXR110617,1.13,retrorules,[O;H0]=[C;H0:1](-[O;H1])-[c;H0:2]>>[O;H1]-[C;H2]-[C;H0](-[O;H1])(-[c;H0]1:[c;H1]:[c;H1]:[c;H0](-[O;H1]):[c;H1]:[c;H1]:1)-[C;H2:1]-[c;H0:2],1.13,1.0,metanetx,1,
rr_MNXR110628,RetroRules reaction MNXR110628,4.1.99,retrorules,[C;H3:1]-[c;H0:2]>>[O;H0]=[C;H0](-[O;H1])-[C;H2]-[C;H1](-[C;H0](=[O;H0])-[O;H1])-[C;H2:1]-[c;H0:2],4.1.99;4.1.99.11,0.7598356604576111,metanetx,1,B
rr_MNXR110629,RetroRules reaction MNXR110629,2.8.3,retrorules,[C;H0:1]-[C;H1:2]>>[C;H3]-[C;H0](-[C;H3])(-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[n;H0]2:[c;H1]:[n;H0]:[c;H0]3:[c;H0](-[N;H2]):[n;H0]:[c;H1]:[n;H0]:[c;H0]:3:2)-[C;H1](-[O;H1])-[C;H1]-1-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1])-[C;H1](-[O;H1])-[C;H0](=[O;H0])-[N;H1]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[N;H1]-[C;H2]-[C;H2]-[S;H0]-[C;H0](=[O;H0])-[C;H1:2].[O;H0]=[C;H0](-[O;H1])-[C;H2]-[C;H2]-[C;H0:1],2.8.3;2.8.3.15;2.8.3.28,0.7598356604576111,metanetx,0,B
rr_MNXR110630,RetroRules reaction MNXR110630,1.3.99,retrorules,[C;H0:1]-[N;H1:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[N;H1:7]-[C;H2:8]-[C;H2:9]-[S;H0:10]-[C;H0:11](=[O;H0:12])-[C;H1:13](-[C;H2:14]-[c;H0:15]1:[c;H1:16]:[c;H1:17]:[c;H0:18]2:[c;H1:19]:[c;H1:20]:[c;H1:21]:[c;H1:22]:[c;H0:23]:2:[c;H1:24]:1)-[C;H2:25]-[C;H0:26](=[O;H0:27])-[O;H1:28]>>[C;H0:1]-[N;H1:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[N;H1:7]-[C;H2:8]-[C;H2:9]-[S;H0:10]-[C;H0:11](=[O;H0:12])-[C;H0:13](=[C;H1:14]-[c;H0:15]1:[c;H1:16]:[c;H1:17]:[c;H0:18]2:[c;H1:19]:[c;H1:20]:[c;H1:21]:[c;H1:22]:[c;H0:23]:2:[c;H1:24]:1)-[C;H2:25]-[C;H0:26](=[O;H0:27])-[O;H1:28],1.3.99,0.472870796918869,metanetx,10,
rr_MNXR110650,RetroRules reaction MNXR110650,4.1.1,retrorules,[O;H0:1]=[C;H0:2](-[O;H1:3])-[c;H0:4](:[c;H1:5]:[c;H1:6]):[c;H0:7](:[c;H0:8])-[O;H1:9]>>[O;H0:1]=[C;H0:2]=[O;H0:3].[c;H1:4](:[c;H1:5]:[c;H1:6]):[c;H0:7](:[c;H0:8])-[O;H1:9],4.1.1;4.1.1.46,0.7071067690849304,metanetx,2,B
rr_MNXR110693,RetroRules reaction MNXR110693,4.1.1,retrorules,[C;H3:1]-[C;H1:2]=[O;H0:3]>>[O;H0]=[C;H0](-[O;H1])-[C;H2:1]-[C;H1:2]=[O;H0:3],4.1.1;4.2.1.155,1.0,metanetx,10,B
rr_MNXR110757,RetroRules reaction MNXR110757,1.13.11,retrorules,[C;H3:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H1:6]=[C;H1:7]-[C;H2:8]-[C;H1:9]=[C;H1:10]-[C;H2:11]-[C;H1:12]=[C;H1:13]-[C;H2:14]-[C;H1:15]=[C;H1:16]-[C;H2:17]>>[O;H1]-[O;H0]-[C;H1:10](-[C;H1:9]=[C;H1:8]-[C;H1:7]=[C;H1:6]-[C;H2:5]-[C;H2:4]-[C;H2:3]-[C;H2:2]-[C;H3:1])-[C;H2:11]-[C;H1:12]=[C;H1:13]-[C;H2:14]-[C;H1:15]=[C;H1:16]-[C;H2:17],1.13.11,0.8408964276313782,metanetx,7,B
rr_MNXR110758,RetroRules reaction MNXR110758,1.14.13,retrorules,[C;H2:1]-[C;H1:2]1-[O;H0:3]-[C;H1:4]-1-[C;H2:5]>>[C;H2:1]-[C;H1:2]=[C;H1:4]-[C;H2:5].[O;H0]=[O;H0:3],1.14.13;1.14.14;1.14.14.1,0.7071067690849304,metanetx,1,B
rr_MNXR110759,RetroRules reaction MNXR110759,1.13.11,retrorules,[C;H1:1]=[C;H1:2]-[C;H2:3]-[C;H1:4]=[C;H1:5]-[C;H2:6]-[C;H1:7]=[C;H1:8]-[C;H2:9]-[C;H1:10]=[C;H1:11]-[C;H2:12]-[C;H2:13]-[C;H2:14]-[C;H0:15]>>[O;H1]-[O;H0]-[C;H1:7](-[C;H2:6]-[C;H1:5]=[C;H1:4]-[C;H2:3]-[C;H1:2]=[C;H1:1])-[C;H1:8]=[C;H1:9]-[C;H1:10]=[C;H1:11]-[C;H2:12]-[C;H2:13]-[C;H2:14]-[C;H0:15],1.13.11,1.0,metanetx,6,B
rr_MNXR110762,RetroRules reaction MNXR110762,1.11.2,retrorules,[C;H1:1]=[C;H1:2]-[C;H2:3]-[C;H1:4]=[C;H1:5]-[C;H2:6]-[C;H2:7]-[C;H2:8]>>[O;H0]1-[C;H1:4](-[C;H2:3]-[C;H1:2]=[C;H1:1])-[C;H1:5]-1-[C;H2:6]-[C;H2:7]-[C;H2:8],1.11.2;1.11.2.3;1.14.13;1.14.14;1.14.14.1,0.8408964276313782,metanetx,3,B
rr_MNXR110763,RetroRules reaction MNXR110763,1.13.11,retrorules,[C;H2:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H1:5]=[C;H1:6]-[C;H2:7]-[C;H1:8]=[C;H1:9]-[C;H2:10]-[C;H1:11]=[C;H1:12]-[C;H2:13]-[C;H1:14]=[C;H1:15]-[C;H2:16]-[C;H2:17]-[C;H2:18]-[C;H0:19](=[O;H0:20])-[O;H1:21]>>[O;H1]-[O;H0]-[C;H1:12](-[C;H1:11]=[C;H1:10]-[C;H1:9]=[C;H1:8]-[C;H2:7]-[C;H1:6]=[C;H1:5]-[C;H2:4]-[C;H2:3]-[C;H2:2]-[C;H2:1])-[C;H2:13]-[C;H1:14]=[C;H1:15]-[C;H2:16]-[C;H2:17]-[C;H2:18]-[C;H0:19](=[O;H0:20])-[O;H1:21],1.13.11;1.13.11.40,0.7598356604576111,metanetx,9,B
rr_MNXR110764,RetroRules reaction MNXR110764,1.14.14.1,retrorules,[C;H2:1]-[C;H2:2]-[C;H1:3](-[O;H1:4])-[C;H1:5]=[C;H1:6]>>[C;H2:1]-[C;H2:2]-[C;H2:3]-[C;H1:5]=[C;H1:6].[O;H0]=[O;H0:4],1.14.14.1,0.7598356604576111,metanetx,2,B
rr_MNXR110804,RetroRules reaction MNXR110804,,retrorules,[O;H0:1]=[C;H0:2](-[C;H2:3]-[Cl;H0:4])-[O;H1:5]>>[Cl;H0]-[C;H2:3]-[C;H0:2](=[O;H0:1])-[Cl;H0:4].[O;H2:5],,0.0933813825249672,metanetx,10,
rr_MNXR110855,RetroRules reaction MNXR110855,1.2.1.69,retrorules,[O;H0:1]=[C;H1:2]-[C;H2:3]-[F;H0:4]>>[O;H0]=[C;H0:2](-[O;H1:1])-[C;H2:3]-[F;H0:4],1.2.1.69,1.0,metanetx,10,B
rr_MNXR110863,RetroRules reaction MNXR110863,1.4.1.21,retrorules,[N;H2:1]-[C;H1:2](-[C;H2:3]-[C;H0:4](=[O;H0:5])-[O;H1:6])-[C;H0:7](=[O;H0:8])-[O;H1:9]>>[N;H3:1].[O;H0]=[C;H0:2](-[C;H2:3]-[C;H0:4](=[O;H0:5])-[O;H1:6])-[C;H0:7](=[O;H0:8])-[O;H1:9],1.4.1.21,0.4428500235080719,metanetx,10,B
rr_MNXR110871,RetroRules reaction MNXR110871,1.11.1,retrorules,[C;H2:1]-[C;H0:2]1=[C;H0:3](-[C;H3:4])-[C;H0:5](=[O;H0:6])-[C;H0:7](-[O;H0:8])=[C;H0:9](-[O;H0:10])-[C;H0:11]-1=[O;H0:12]>>[C;H2:1]-[c;H0:2]1:[c;H0:3](-[C;H3:4]):[c;H0:5](-[O;H1:6]):[c;H0:7](-[O;H0:8]):[c;H0:9](-[O;H0:10]):[c;H0:11]:1-[O;H1:12],1.11.1;1.3.5.2;1.3.98.1;1.6.5.2;1.8.5.2,0.3639412522315979,metanetx,1,B
rr_MNXR110904,RetroRules reaction MNXR110904,1.14.99.31,retrorules,[C;H3:1]-[C;H2:2]-[C;H1:3]=[C;H1:4]-[C;H2:5]-[C;H2:6]>>[C;H3:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H2:6],1.14.99.31;1.14.99.32,0.8408964276313782,metanetx,2,B
rr_MNXR110905,RetroRules reaction MNXR110905,1.14.99.31,retrorules,[C;H3:1]-[C;H2:2]-[C;H1:3]=[C;H1:4]-[C;H2:5]-[C;H2:6]>>[C;H3:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H2:6],1.14.99.31;1.14.99.32,0.8408964276313782,metanetx,2,B
rr_MNXR110912,RetroRules reaction MNXR110912,1.21.3.6,retrorules,[O;H0:1]=[C;H0:2]1-[C;H0:3](=[C;H1:4]-[c;H0:5](:[c;H1:6]:[c;H1:7]):[c;H1:8]:[c;H0:9])-[O;H0:10]-[c;H0:11]2:[c;H1:12]:[c;H0:13](-[O;H1:14]):[c;H1:15]:[c;H0:16](-[O;H1:17]):[c;H0:18]:2-1>>[O;H0:1]=[C;H0:2](-[C;H1:3]=[C;H1:4]-[c;H0:5](:[c;H1:6]:[c;H1:7]):[c;H1:8]:[c;H0:9])-[c;H0:18]1:[c;H0:11](-[O;H1:10]):[c;H1:12]:[c;H0:13](-[O;H1:14]):[c;H1:15]:[c;H0:16]:1-[O;H1:17],1.21.3.6,1.0,metanetx,4,B
rr_MNXR110930,RetroRules reaction MNXR110930,2.1.3.9,retrorules,[N;H2:1]-[C;H0:2](=[O;H0:3])-[O;H0:4]-[P;H0:5](=[O;H0:6])(-[O;H1:7])-[O;H1:8]>>[C;H3]-[C;H0](=[O;H0])-[N;H1]-[C;H1](-[C;H2]-[C;H2]-[C;H2]-[N;H1]-[C;H0:2](-[N;H2:1])=[O;H0:3])-[C;H0](=[O;H0])-[O;H1].[O;H1:4]-[P;H0:5](=[O;H0:6])(-[O;H1:7])-[O;H1:8],2.1.3.9,1.0,metanetx,10,B
rr_MNXR110931,RetroRules reaction MNXR110931,2.2.1.8,retrorules,[C;H3:1]>>[F;H0]-[C;H2:1],2.2.1.8,1.0,metanetx,0,B
rr_MNXR110932,RetroRules reaction MNXR110932,2.3.1.122,retrorules,[C;H1:1]-[O;H0:2]-[C;H1:3]-[C;H1:4]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H1](-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H3])-[C;H0](=[O;H0])-[O;H0]-[C;H2]-[C;H1](-[O;H0]-[C;H1:1])-[C;H1:4].[O;H1]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[O;H0]-[C;H1]2-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1:3]-[O;H0:2]-2)-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],2.3.1.122,0.8408964276313782,metanetx,0,B
rr_MNXR110947,RetroRules reaction MNXR110947,2.4.1.230,retrorules,[C;H1:1]-[O;H0:2]-[C;H1:3](-[C;H1:4]-[O;H1:5])-[C;H1:6]>>[C;H1:1]-[O;H1:2].[O;H0]=[P;H0](-[O;H1])(-[O;H1])-[O;H0:5]-[C;H1:4]-[C;H1:3](-[O;H1])-[C;H1:6],2.4.1.230;2.4.1.339,0.5946035385131836,metanetx,1,B
rr_MNXR110962,RetroRules reaction MNXR110962,2.7.1.64,retrorules,[O;H1:1]-[C;H1:2](-[C;H1:3])-[C;H1:4]>>[O;H0]=[P;H0](-[O;H1])(-[O;H1])-[O;H0:1]-[C;H1:2](-[C;H1:3])-[C;H1:4],2.7.1.64;3.1.3.M14,0.8408964276313782,metanetx,2,B
rr_MNXR110970,RetroRules reaction MNXR110970,2.8.3.25,retrorules,[C;H2:1](-[C;H2:2]-[C;H1:3])-[C;H1:4]>>[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[S;H0]-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H1](-[O;H1])-[C;H0](-[C;H3])(-[C;H3])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[n;H0]2:[c;H1]:[n;H0]:[c;H0]3:[c;H0](-[N;H2]):[n;H0]:[c;H1]:[n;H0]:[c;H0]:3:2)-[C;H1](-[O;H1])-[C;H1]-1-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[C;H2]-[C;H1](-[O;H1])-[C;H0]-1-2-[C;H3])-[C;H0]1(-[C;H3])-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H1]-1-[C;H2:2]-[C;H2:1]-3.[O;H1]-[C;H1](-[C;H2]-[C;H1:3])-[C;H1:4],2.8.3.25,0.8408964276313782,metanetx,0,B
