id,name,ec,source,smarts,ec_list,score,datasets,radius,is_balanced
rr_MNXR169953,RetroRules reaction MNXR169953,,retrorules,[C;H1:1]-[O;H0:2]-[C;H1:3](-[O;H0:4]-[P;H0:5](=[O;H0:6])(-[O;H1:7])-[O;H0:8])-[C;H1:9](-[O;H1:10])-[C;H1:11]>>[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0]-[C;H1:3](-[O;H0:2]-[C;H1:1])-[C;H1:9](-[O;H1:10])-[C;H1:11])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[O;H1])-[C;H2]-[C;H1]4-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H2]-[C;H0]-4(-[C;H3])-[C;H1]-3-[C;H2]-[C;H1](-[O;H1])-[C;H0]-1-2-[C;H3].[O;H1:4]-[P;H0:5](=[O;H0:6])(-[O;H1:7])-[O;H0:8],,0.7071067690849304,metanetx,2,B
rr_MNXR169972,RetroRules reaction MNXR169972,,retrorules,[C;H1:1]-[c;H0:2]1:[c;H1:3]:[c;H0:4](-[O;H0:5]-[C;H1:6]2-[O;H0:7]-[C;H1:8](-[C;H0:9](=[O;H0:10])-[O;H1:11])-[C;H1:12](-[O;H1:13])-[C;H1:14](-[O;H1:15])-[C;H1:16]-2-[O;H1:17]):[c;H0:18](-[O;H1:19]):[c;H1:20]:[c;H0:21]:1>>[C;H1:1]-[c;H0:2]1:[c;H1:3]:[c;H0:4](-[O;H1:5]):[c;H0:18](-[O;H1:19]):[c;H1:20]:[c;H0:21]:1.[O;H0]=[c;H0]1:[c;H1]:[c;H1]:[n;H0](-[C;H1]2-[O;H0]-[C;H1](-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H1:6]3-[O;H0:7]-[C;H1:8](-[C;H0:9](=[O;H0:10])-[O;H1:11])-[C;H1:12](-[O;H1:13])-[C;H1:14](-[O;H1:15])-[C;H1:16]-3-[O;H1:17])-[C;H1](-[O;H1])-[C;H1]-2-[O;H1]):[c;H0](=[O;H0]):[n;H1]:1,,1.0,metanetx,4,B
rr_MNXR169977,RetroRules reaction MNXR169977,,retrorules,[c;H0:1]1:[c;H1:2]:[c;H1:3]:[c;H0:4](-[O;H1:5]):[c;H0:6](-[O;H1:7]):[c;H0:8]:1-[C;H2:9]>>[O;H0]=[C;H0](-[O;H1])-[C;H1]1-[O;H0]-[C;H1](-[O;H0:5]-[c;H0:4]2:[c;H1:3]:[c;H1:2]:[c;H0:1]:[c;H0:8](-[C;H2:9]):[c;H0:6]:2-[O;H1:7])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],,1.0,metanetx,4,B
rr_MNXR169980,RetroRules reaction MNXR169980,,retrorules,[O;H0:1]-[c;H0:2](:[c;H0:3](-[O;H1:4]):[c;H1:5]:[c;H1:6]):[c;H0:7]>>[O;H0]=[C;H0](-[O;H1])-[C;H1]1-[O;H0]-[C;H1](-[O;H0:4]-[c;H0:3](:[c;H0:2](-[O;H0:1]):[c;H0:7]):[c;H1:5]:[c;H1:6])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],,1.0,metanetx,3,B
rr_MNXR169982,RetroRules reaction MNXR169982,,retrorules,[O;H0:1]-[c;H0:2](:[c;H0:3](-[O;H1:4]):[c;H1:5]:[c;H1:6]):[c;H0:7]>>[O;H0]=[C;H0](-[O;H1])-[C;H1]1-[O;H0]-[C;H1](-[O;H0:4]-[c;H0:3](:[c;H0:2](-[O;H0:1]):[c;H0:7]):[c;H1:5]:[c;H1:6])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],,1.0,metanetx,3,B
rr_MNXR169999,RetroRules reaction MNXR169999,,retrorules,[O;H1:1]-[C;H2:2]-[C;H2:3]-[N;H2:4]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0:1]-[C;H2:2]-[C;H2:3]-[N;H2:4],,0.7598356604576111,metanetx,10,B
rr_MNXR170050,RetroRules reaction MNXR170050,2.4.1.264,retrorules,[C;H1:1]-[O;H0:2]-[C;H1:3]1-[O;H0:4]-[C;H1:5]-[C;H1:6](-[O;H1:7])-[C;H1:8](-[O;H1:9])-[C;H1:10]-1-[O;H1:11]>>[O;H0]=[C;H0](-[O;H1])-[C;H1]1-[O;H0]-[C;H1](-[O;H0:11]-[C;H1:10]2-[C;H1:3](-[O;H0:2]-[C;H1:1])-[O;H0:4]-[C;H1:5]-[C;H1:6](-[O;H1:7])-[C;H1:8]-2-[O;H1:9])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],2.4.1.264,1.0,metanetx,4,B
rr_MNXR170065,RetroRules reaction MNXR170065,,retrorules,[C;H1:1]-[O;H1:2]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:2]-[C;H1:1],,0.8408964276313782,metanetx,1,B
rr_MNXR170066,RetroRules reaction MNXR170066,,retrorules,[C;H1:1]-[O;H1:2]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:2]-[C;H1:1],,0.8408964276313782,metanetx,1,B
rr_MNXR170067,RetroRules reaction MNXR170067,,retrorules,[O;H0:1]-[C;H2:2]-[C;H1:3](-[O;H1:4])-[C;H2:5]-[O;H0:6]>>[C;H3]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:4]-[C;H1:3](-[C;H2:2]-[O;H0:1])-[C;H2:5]-[O;H0:6],,0.7598356604576111,metanetx,3,B
rr_MNXR170069,RetroRules reaction MNXR170069,,retrorules,[O;H1:1]-[C;H1:2](-[C;H2:3]-[O;H0:4])-[C;H2:5]-[O;H0:6]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:1]-[C;H1:2](-[C;H2:3]-[O;H0:4])-[C;H2:5]-[O;H0:6],,0.8408964276313782,metanetx,3,B
rr_MNXR170077,RetroRules reaction MNXR170077,,retrorules,[C;H1:1]-[O;H1:2]>>[C;H3]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:2]-[C;H1:1],,0.8408964276313782,metanetx,1,B
rr_MNXR170078,RetroRules reaction MNXR170078,,retrorules,[C;H0:1]-[C;H2:2]-[C;H1:3](-[O;H1:4])-[C;H2:5]-[C;H2:6]>>[C;H3]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:4]-[C;H1:3](-[C;H2:2]-[C;H0:1])-[C;H2:5]-[C;H2:6],,0.7071067690849304,metanetx,3,B
rr_MNXR170097,RetroRules reaction MNXR170097,3.1.3.76,retrorules,[O;H0:1]=[P;H0:2](-[O;H1:3])(-[O;H1:4])-[O;H0:5]-[C;H2:6]-[C;H1:7](-[C;H2:8]-[O;H0:9]-[C;H0:10](-[C;H2:11]-[C;H2:12]-[C;H2:13]-[C;H1:14]=[C;H1:15])=[O;H0:16])-[O;H1:17]>>[C;H1:15]=[C;H1:14]-[C;H2:13]-[C;H2:12]-[C;H2:11]-[C;H0:10](=[O;H0:16])-[O;H0:9]-[C;H2:8]-[C;H1:7](-[O;H1:17])-[C;H2:6]-[O;H1:5].[O;H1]-[P;H0:2](=[O;H0:1])(-[O;H1:3])-[O;H1:4],3.1.3.76,0.7071067690849304,metanetx,10,B
rr_MNXR170100,RetroRules reaction MNXR170100,2.7.7,retrorules,[O;H0:1]=[P;H0:2](-[O;H1:3])(-[O;H0:4]-[P;H0:5](=[O;H0:6])(-[O;H1:7])-[O;H1:8])-[O;H0:9]-[P;H0:10](-[O;H0:11]-[C;H2:12]-[C;H1:13]1-[O;H0:14]-[C;H1:15]-[C;H1:16]-[C;H1:17]-1-[O;H1:18])(=[O;H0:19])-[O;H1:20]>>[O;H0]=[C;H0](-[C;H2]-[O;H1])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0:9]-[P;H0:10](-[O;H0:11]-[C;H2:12]-[C;H1:13]1-[O;H0:14]-[C;H1:15]-[C;H1:16]-[C;H1:17]-1-[O;H1:18])(=[O;H0:19])-[O;H1:20].[O;H1]-[P;H0:2](=[O;H0:1])(-[O;H1:3])-[O;H0:4]-[P;H0:5](=[O;H0:6])(-[O;H1:7])-[O;H1:8],2.7.7,0.7598356604576111,metanetx,6,B
rr_MNXR170119,RetroRules reaction MNXR170119,,retrorules,[C;H1:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[O;H0:7]-[C;H1:8](-[C;H2:9]-[O;H1:10])-[C;H2:11]-[O;H0:12]-[P;H0:13]>>[O;H1]-[C;H0:5](-[C;H2:4]-[C;H2:3]-[C;H2:2]-[C;H1:1])=[O;H0:6].[O;H1:7]-[C;H1:8](-[C;H2:9]-[O;H1:10])-[C;H2:11]-[O;H0:12]-[P;H0:13],,0.7598356604576111,metanetx,4,B
rr_MNXR170120,RetroRules reaction MNXR170120,,retrorules,[O;H1:1]-[C;H1:2](-[C;H2:3]-[O;H1:4])-[C;H2:5]-[O;H0:6]-[P;H0:7](=[O;H0:8])(-[O;H1:9])-[O;H0:10]-[C;H2:11]-[C;H2:12]-[N;H0:13]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H1]=[C;H1]-[C;H1]1-[C;H1](-[O;H1])-[C;H2]-[C;H0](=[O;H0])-[C;H1]-1-[C;H2]-[C;H1]=[C;H1]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0:1]-[C;H1:2](-[C;H2:3]-[O;H1:4])-[C;H2:5]-[O;H0:6]-[P;H0:7](=[O;H0:8])(-[O;H1:9])-[O;H0:10]-[C;H2:11]-[C;H2:12]-[N;H0:13],,1.0,metanetx,8,B
rr_MNXR170121,RetroRules reaction MNXR170121,,retrorules,[C;H1:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[O;H0:7]-[C;H1:8](-[C;H2:9]-[O;H1:10])-[C;H2:11]-[O;H0:12]-[P;H0:13]>>[O;H1]-[C;H0:5](-[C;H2:4]-[C;H2:3]-[C;H2:2]-[C;H1:1])=[O;H0:6].[O;H1:7]-[C;H1:8](-[C;H2:9]-[O;H1:10])-[C;H2:11]-[O;H0:12]-[P;H0:13],,0.7598356604576111,metanetx,4,B
rr_MNXR170122,RetroRules reaction MNXR170122,,retrorules,[C;H1:1]-[C;H2:2]-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[O;H0:7]-[C;H1:8](-[C;H2:9]-[O;H1:10])-[C;H2:11]-[O;H0:12]-[P;H0:13]>>[O;H1]-[C;H0:5](-[C;H2:4]-[C;H2:3]-[C;H2:2]-[C;H1:1])=[O;H0:6].[O;H1:7]-[C;H1:8](-[C;H2:9]-[O;H1:10])-[C;H2:11]-[O;H0:12]-[P;H0:13],,0.7598356604576111,metanetx,4,B
rr_MNXR170131,RetroRules reaction MNXR170131,2.8.3.25,retrorules,[C;H2:1](-[C;H2:2]-[C;H1:3])-[C;H1:4]>>[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[S;H0]-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H1](-[O;H1])-[C;H0](-[C;H3])(-[C;H3])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[n;H0]2:[c;H1]:[n;H0]:[c;H0]3:[c;H0](-[N;H2]):[n;H0]:[c;H1]:[n;H0]:[c;H0]:3:2)-[C;H1](-[O;H1])-[C;H1]-1-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[C;H2]-[C;H1](-[O;H1])-[C;H0]-1-2-[C;H3])-[C;H0]1(-[C;H3])-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H1]-1-[C;H2:2]-[C;H2:1]-3.[O;H1]-[C;H1](-[C;H2]-[C;H1:3])-[C;H1:4],2.8.3.25,0.8408964276313782,metanetx,0,B
rr_MNXR170132,RetroRules reaction MNXR170132,2.8.3.25,retrorules,[C;H1:1]-[C;H1:2]-[C;H2:3]-[C;H1:4]>>[C;H2](-[C;H2]-[C;H1:4])-[C;H1:1].[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[S;H0]-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H1](-[O;H1])-[C;H0](-[C;H3])(-[C;H3])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[n;H0]2:[c;H1]:[n;H0]:[c;H0]3:[c;H0](-[N;H2]):[n;H0]:[c;H1]:[n;H0]:[c;H0]:3:2)-[C;H1](-[O;H1])-[C;H1]-1-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[C;H2]-[C;H1](-[O;H1])-[C;H0]-1-2-[C;H3])-[C;H0]1(-[C;H3])-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H1]-1-[C;H2:3]-[C;H1:2]-3,2.8.3.25,0.8408964276313782,metanetx,0,B
rr_MNXR170135,RetroRules reaction MNXR170135,,retrorules,[C;H1:1](-[C;H2:2]-[C;H1:3])-[C;H1:4]>>[C;H2](-[C;H2]-[C;H1:3])-[C;H1:4].[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H1])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[C;H2]-[C;H2]-[C;H0]-1-2-[C;H3])-[C;H0]1(-[C;H3])-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H1]-1-[C;H2:2]-[C;H1:1]-3,,1.0,metanetx,0,B
rr_MNXR170137,RetroRules reaction MNXR170137,,retrorules,[C;H1:1]1-[C;H1:2]2-[C;H1:3](-[C;H0:4]-[C;H1:5](-[C;H2:6])-[C;H1:7](-[O;H1:8])-[C;H1:9]-2-[O;H1:10])-[C;H2:11]-[C;H2:12]-[C;H0:13]-1>>[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[S;H0]-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H1](-[O;H1])-[C;H0](-[C;H3])(-[C;H3])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[n;H0]2:[c;H1]:[n;H0]:[c;H0]3:[c;H0](-[N;H2]):[n;H0]:[c;H1]:[n;H0]:[c;H0]:3:2)-[C;H1](-[O;H1])-[C;H1]-1-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[C;H2]-[C;H2]-[C;H0]-1-2-[C;H3])-[C;H0]1(-[C;H3])-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H1]-1-[C;H1:7](-[O;H1:8])-[C;H1:9]-3-[O;H1:10].[O;H1]-[C;H1:12]1-[C;H2:11]-[C;H1:3]2-[C;H1:2](-[C;H2]-[C;H2]-[C;H1:5](-[C;H2:6])-[C;H0:4]-2)-[C;H1:1]-[C;H0:13]-1,,1.0,metanetx,1,B
rr_MNXR170140,RetroRules reaction MNXR170140,,retrorules,([O;H1:1]-[C;H1:2].[C;H2:3])>>([O;H1]-[C;H1:3].[C;H2:2]).[C;H3]-[C;H1](-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[S;H0]-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H2]-[C;H2]-[N;H1]-[C;H0](=[O;H0])-[C;H1](-[O;H1])-[C;H0](-[C;H3])(-[C;H3])-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[n;H0]2:[c;H1]:[n;H0]:[c;H0]3:[c;H0](-[N;H2]):[n;H0]:[c;H1]:[n;H0]:[c;H0]:3:2)-[C;H1](-[O;H1])-[C;H1]-1-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1])-[C;H1]1-[C;H2]-[C;H2]-[C;H1]2-[C;H1]3-[C;H1](-[C;H2]-[C;H2]-[C;H0]-1-2-[C;H3])-[C;H0]1(-[C;H3])-[C;H2]-[C;H2]-[C;H1](-[O;H1])-[C;H2]-[C;H1]-1-[C;H2]-[C;H1]-3-[O;H1:1],,0.8408964276313782,metanetx,0,B
rr_MNXR170145,RetroRules reaction MNXR170145,,retrorules,[O;H0:1]=[C;H0:2](-[O;H0:3]-[C;H2:4]-[C;H1:5](-[N;H2:6])-[C;H0:7])-[C;H2:8]>>[O;H0:1]=[C;H0:2](-[O;H1:3])-[C;H2:8].[S;H1]-[C;H2:4]-[C;H1:5](-[N;H2:6])-[C;H0:7],,0.8408964276313782,metanetx,2,B
rr_MNXR170152,RetroRules reaction MNXR170152,,retrorules,[C;H3:1]-[C;H1:2](-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[N;H1:7])-[C;H1:8]1-[C;H2:9]-[C;H2:10]-[C;H1:11]2-[C;H1:12]3-[C;H1:13](-[O;H1:14])-[C;H2:15]-[C;H1:16]4-[C;H2:17]-[C;H1:18](-[O;H1:19])-[C;H2:20]-[C;H2:21]-[C;H0:22]-4(-[C;H3:23])-[C;H1:24]-3-[C;H2:25]-[C;H1:26](-[O;H1:27])-[C;H0:28]-1-2-[C;H3:29]>>[C;H3:1]-[C;H1:2](-[C;H2:3]-[C;H2:4]-[C;H0:5](=[O;H0:6])-[N;H1:7])-[C;H1:8]1-[C;H2:9]-[C;H2:10]-[C;H1:11]2-[C;H1:12]3-[C;H0:13](=[O;H0:14])-[C;H2:15]-[C;H1:16]4-[C;H2:17]-[C;H1:18](-[O;H1:19])-[C;H2:20]-[C;H2:21]-[C;H0:22]-4(-[C;H3:23])-[C;H1:24]-3-[C;H2:25]-[C;H1:26](-[O;H1:27])-[C;H0:28]-1-2-[C;H3:29],,0.8408964276313782,metanetx,9,B
rr_MNXR170156,RetroRules reaction MNXR170156,,retrorules,([O;H1:1]-[P;H0:2].[O;H0:3]-[C;H1:4]-[O;H1:5])>>([N;H2]-[c;H0]1:[c;H1]:[c;H1]:[n;H0](-[C;H1]2-[O;H0]-[C;H1](-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0:2])-[C;H1](-[O;H1])-[C;H1]-2-[O;H1]):[c;H0](=[O;H0]):[n;H0]:1.[O;H1:3].[C;H1:4]=[O;H0:5]).[O;H0]=[P;H0](-[O;H1])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1:1],,0.7598356604576111,metanetx,0,B
rr_MNXR170158,RetroRules reaction MNXR170158,2.4.1.15,retrorules,[P;H0:1]-[O;H0:2]-[C;H2:3]-[C;H1:4]1-[O;H0:5]-[C;H1:6](-[O;H1:7])-[C;H1:8](-[O;H1:9])-[C;H1:10](-[O;H1:11])-[C;H1:12]-1-[O;H1:13]>>[O;H1]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[O;H0:7]-[C;H1:6]2-[O;H0:5]-[C;H1:4](-[C;H2:3]-[O;H0:2]-[P;H0:1])-[C;H1:12](-[O;H1:13])-[C;H1:10](-[O;H1:11])-[C;H1:8]-2-[O;H1:9])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1],2.4.1.15;2.4.1.216;2.4.1.347;2.4.1.36;3.2.1.122;3.2.1.93,0.4386913478374481,metanetx,6,B
rr_MNXR170159,RetroRules reaction MNXR170159,,retrorules,([P;H0:1]-[O;H1:2].[O;H1:3]-[C;H1:4])>>([O;H1]-[C;H2]-[C;H1]1-[O;H0]-[C;H1](-[O;H0]-[C;H1:4])-[C;H1](-[O;H1])-[C;H1](-[O;H1])-[C;H1]-1-[O;H1].[P;H0:1]-[O;H1:3]).[C;H3]-[c;H0]1:[c;H1]:[n;H0](-[C;H1]2-[O;H0]-[C;H1](-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H1:2])-[C;H1](-[O;H1])-[C;H1]-2-[O;H1]):[c;H0](=[O;H0]):[n;H1]:[c;H0]:1=[O;H0],,1.0,metanetx,0,B
rr_MNXR170204,RetroRules reaction MNXR170204,4.2.3.177,retrorules,[C;H1:1]1-[C;H1:2]=[C;H1:3]-[C;H0:4](-[C;H1:5])-[C;H1:6]-1>>([O;H0]=[P;H0](-[O;H1])(-[O;H1])-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2:3]-[C;H1:2]=[C;H0:1]-[C;H2:6].[C;H1:4]=[C;H0:5]),4.2.3.177,1.0,metanetx,0,B
rr_MNXR170253,RetroRules reaction MNXR170253,,retrorules,[C;H2:1]-[C;H2:2]-[O;H0:3]-[P;H0:4](=[O;H0:5])(-[O;H1:6])-[O;H0:7]-[C;H2:8]-[C;H1:9](-[C;H1:10])-[N;H1:11]>>[C;H1:10]-[C;H1:9](-[C;H2:8]-[O;H1:7])-[N;H1:11].[O;H1]-[P;H0:4](-[O;H0:3]-[C;H2:2]-[C;H2:1])(=[O;H0:5])-[O;H1:6],,0.7071067690849304,metanetx,3,B
rr_MNXR170288,RetroRules reaction MNXR170288,,retrorules,[C;H0:1](=[O;H0:2])(-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H2:6]-[C;H3:7])-[O;H1:8]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H0](=[O;H0])-[O;H0]-[C;H2]-[C;H1](-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H2]-[N;H0;+1](-[C;H3])(-[C;H3])-[C;H3])-[O;H0]-[C;H0:1](=[O;H0:2])-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H2:6]-[C;H3:7].[O;H2:8],,0.7598356604576111,metanetx,10,B
rr_MNXR170303,RetroRules reaction MNXR170303,,retrorules,[C;H1:1]=[O;H0:2]>>[C;H3]-[C;H0](=[O;H0])-[C;H2]-[C;H1:1]-[O;H1:2],,0.23005567491054535,metanetx,0,B
rr_MNXR170308,RetroRules reaction MNXR170308,,retrorules,[O;H0:1]=[C;H0:2](-[C;H2:3]-[O;H1:4])-[C;H1:5]>>[O;H0]=[P;H0](-[O;H1])(-[O;H1])-[O;H0]-[C;H2:3]-[C;H0:2](=[O;H0:1])-[C;H1:5].[O;H2:4],,0.8408964276313782,metanetx,2,B
rr_MNXR170309,RetroRules reaction MNXR170309,,retrorules,[C;H0:1](=[O;H0:2])(-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H2:6]-[C;H2:7])-[O;H1:8]>>[C;H3]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[C;H2]-[O;H0]-[C;H2]-[C;H1](-[C;H2]-[O;H0]-[P;H0](=[O;H0])(-[O;H1])-[O;H0]-[C;H2]-[C;H2]-[N;H0;+1](-[C;H3])(-[C;H3])-[C;H3])-[O;H0]-[C;H0:1](=[O;H0:2])-[C;H2:3]-[C;H2:4]-[C;H2:5]-[C;H2:6]-[C;H2:7].[O;H2:8],,1.0,metanetx,5,B
rr_MNXR170321,RetroRules reaction MNXR170321,1.14.11,retrorules,[O;H0:1]=[C;H0:2](-[O;H1:3])-[C;H2:4]-[C;H2:5]-[C;H0:6](=[O;H0:7])-[O;H1:8]>>[O;H0]=[C;H0](-[C;H2:4]-[C;H2:5]-[C;H0:6](-[C;H0:2](=[O;H0:1])-[O;H1:3])=[O;H0:7])-[O;H1:8],1.14.11;1.14.11.11;1.14.11.13;1.14.11.14;1.14.11.20;1.14.11.36;1.14.11.62;1.14.11.70;1.14.20;1.14.20.13;1.14.20.14,0.472870796918869,metanetx,10,B
rr_MNXR170322,RetroRules reaction MNXR170322,,retrorules,([C;H2:1]-[C;H1:2](-[O;H1:3])-[C;H0:4].[O;H0:5]-[P;H0:6](=[O;H0:7])(-[O;H1:8])-[O;H1:9])>>([O;H1]-[P;H0:6](-[O;H0:5])(=[O;H0:7])-[O;H1:8].[C;H2:1]-[C;H2:2]-[C;H0:4]).[O;H0:3]=[O;H0:9],,0.5372849702835083,metanetx,1,B
