compound_id,reaction_id,role
cpd_MNXM1105732,rr_MNXR159514,substrate
cpd_MNXM13,rr_MNXR159514,substrate
cpd_MNXM962,rr_MNXR159514,substrate
cpd_MNXM9,rr_MNXR159514,substrate
cpd_MNXM1372044,rr_MNXR159514,product
cpd_pyruvate,rr_MNXR159514,product
cpd_MNXM29,rr_MNXR159514,product
cpd_MNXM738068,rr_MNXR159514,product
cpd_MNXM10,rr_MNXR159520,substrate
cpd_MNXM13,rr_MNXR159520,substrate
cpd_MNXM1572,rr_MNXR159520,substrate
cpd_MNXM1105058,rr_MNXR159520,product
cpd_MNXM8,rr_MNXR159520,product
cpd_MNXM1107192,rr_MNXR159576,substrate
cpd_MNXM12236,rr_MNXR159576,substrate
cpd_MNXM12233,rr_MNXR159576,product
cpd_MNXM46,rr_MNXR159576,product
cpd_MNXM1107821,rr_MNXR159587,substrate
cpd_MNXM738804,rr_MNXR159587,substrate
cpd_MNXM76,rr_MNXR159587,substrate
cpd_MNXM744794,rr_MNXR159587,product
cpd_MNXM29,rr_MNXR159595,substrate
cpd_MNXM738804,rr_MNXR159595,substrate
cpd_MNXM739527,rr_MNXR159595,substrate
cpd_MNXM744796,rr_MNXR159595,product
cpd_MNXM1105876,rr_MNXR159599,substrate
cpd_MNXM1,rr_MNXR159599,substrate
cpd_MNXM1368689,rr_MNXR159599,product
cpd_MNXM727276,rr_MNXR159599,product
cpd_MNXM728337,rr_MNXR159600,substrate
cpd_MNXM738804,rr_MNXR159600,substrate
cpd_MNXM744798,rr_MNXR159600,product
cpd_MNXM738804,rr_MNXR159603,substrate
cpd_MNXM739527,rr_MNXR159603,substrate
cpd_MNXM741664,rr_MNXR159603,substrate
cpd_MNXM744799,rr_MNXR159603,product
cpd_MNXM1105057,rr_MNXR159729,substrate
cpd_MNXM1,rr_MNXR159729,substrate
cpd_MNXM61992,rr_MNXR159729,product
cpd_MNXM10,rr_MNXR159730,substrate
cpd_MNXM1104235,rr_MNXR159730,substrate
cpd_MNXM1105057,rr_MNXR159730,product
cpd_MNXM727276,rr_MNXR159730,product
cpd_MNXM8,rr_MNXR159730,product
cpd_MNXM1368744,rr_MNXR159759,substrate
cpd_MNXM1872,rr_MNXR159759,substrate
cpd_MNXM164994,rr_MNXR159759,product
cpd_MNXM741173,rr_MNXR159759,product
cpd_MNXM1102169,rr_MNXR159794,substrate
cpd_MNXM9,rr_MNXR159794,substrate
cpd_MNXM1103205,rr_MNXR159794,product
cpd_MNXM216,rr_MNXR159794,product
cpd_MNXM1102169,rr_MNXR159803,substrate
cpd_MNXM1108051,rr_MNXR159803,product
cpd_MNXM216,rr_MNXR159803,product
cpd_MNXM1021,rr_MNXR160202,substrate
cpd_MNXM10,rr_MNXR160202,substrate
cpd_MNXM1410,rr_MNXR160202,product
cpd_MNXM8,rr_MNXR160202,product
cpd_MNXM1093051,rr_MNXR160209,substrate
cpd_MNXM8,rr_MNXR160209,substrate
cpd_MNXM9,rr_MNXR160209,substrate
cpd_MNXM10,rr_MNXR160209,product
cpd_MNXM741173,rr_MNXR160209,product
cpd_MNXM1364476,rr_MNXR160213,substrate
cpd_MNXM1368769,rr_MNXR160213,substrate
cpd_MNXM1370053,rr_MNXR160213,product
cpd_MNXM351,rr_MNXR160213,product
cpd_MNXM145,rr_MNXR160469,substrate
cpd_MNXM37,rr_MNXR160469,substrate
cpd_MNXM77,rr_MNXR160469,substrate
cpd_MNXM161,rr_MNXR160469,product
cpd_MNXM1,rr_MNXR160469,product
cpd_MNXM741173,rr_MNXR160469,product
cpd_MNXM9,rr_MNXR160469,product
cpd_MNXM1363910,rr_MNXR160470,substrate
cpd_MNXM37,rr_MNXR160470,substrate
cpd_MNXM77,rr_MNXR160470,substrate
cpd_MNXM161,rr_MNXR160470,product
cpd_MNXM1,rr_MNXR160470,product
cpd_MNXM741173,rr_MNXR160470,product
cpd_MNXM9,rr_MNXR160470,product
cpd_MNXM1,rr_MNXR160493,substrate
cpd_MNXM473,rr_MNXR160493,substrate
cpd_MNXM729302,rr_MNXR160493,substrate
cpd_MNXM765,rr_MNXR160493,substrate
cpd_MNXM601,rr_MNXR160493,product
cpd_MNXM660,rr_MNXR160493,product
cpd_MNXM1107821,rr_MNXR160638,substrate
cpd_MNXM738804,rr_MNXR160638,substrate
cpd_MNXM741664,rr_MNXR160638,substrate
cpd_MNXM744831,rr_MNXR160638,product
cpd_MNXM37,rr_MNXR160643,substrate
cpd_MNXM741664,rr_MNXR160643,substrate
cpd_MNXM744833,rr_MNXR160643,product
cpd_MNXM1106761,rr_MNXR160646,substrate
cpd_MNXM1364497,rr_MNXR160646,substrate
cpd_MNXM741664,rr_MNXR160646,substrate
cpd_MNXM744835,rr_MNXR160646,product
cpd_MNXM1106761,rr_MNXR160650,substrate
cpd_MNXM741664,rr_MNXR160650,substrate
cpd_MNXM744834,rr_MNXR160650,product
cpd_MNXM1105732,rr_MNXR160652,substrate
cpd_MNXM1364268,rr_MNXR160652,substrate
cpd_MNXM741664,rr_MNXR160652,substrate
cpd_MNXM744837,rr_MNXR160652,product
cpd_MNXM114,rr_MNXR160654,substrate
cpd_MNXM1364268,rr_MNXR160654,substrate
cpd_MNXM741664,rr_MNXR160654,substrate
cpd_MNXM744838,rr_MNXR160654,product
cpd_MNXM1107821,rr_MNXR160658,substrate
cpd_MNXM741664,rr_MNXR160658,substrate
cpd_MNXM744839,rr_MNXR160658,product
cpd_MNXM142,rr_MNXR160660,substrate
cpd_MNXM741664,rr_MNXR160660,substrate
cpd_MNXM744840,rr_MNXR160660,product
cpd_MNXM114,rr_MNXR160663,substrate
cpd_MNXM739527,rr_MNXR160663,substrate
cpd_MNXM741664,rr_MNXR160663,substrate
cpd_MNXM744841,rr_MNXR160663,product
cpd_MNXM1364268,rr_MNXR160670,substrate
cpd_MNXM142,rr_MNXR160670,substrate
cpd_MNXM741664,rr_MNXR160670,substrate
cpd_MNXM744843,rr_MNXR160670,product
cpd_MNXM1106761,rr_MNXR160672,substrate
cpd_MNXM741553,rr_MNXR160672,substrate
cpd_MNXM741664,rr_MNXR160672,substrate
cpd_MNXM744844,rr_MNXR160672,product
cpd_MNXM37,rr_MNXR160674,substrate
cpd_MNXM741664,rr_MNXR160674,substrate
cpd_MNXM76,rr_MNXR160674,substrate
cpd_MNXM744846,rr_MNXR160674,product
cpd_MNXM1372044,rr_MNXR160833,substrate
cpd_MNXM280,rr_MNXR160833,substrate
cpd_MNXM186,rr_MNXR160833,product
cpd_MNXM1,rr_MNXR160833,product
cpd_MNXM9,rr_MNXR160833,product
cpd_MNXM187,rr_MNXR161044,substrate
cpd_MNXM3132,rr_MNXR161044,substrate
cpd_MNXM32178,rr_MNXR161044,product
cpd_MNXM1103313,rr_MNXR162276,substrate
cpd_MNXM1104899,rr_MNXR162276,substrate
cpd_MNXM39,rr_MNXR162276,substrate
cpd_MNXM726637,rr_MNXR162276,substrate
cpd_MNXM738804,rr_MNXR162276,substrate
cpd_MNXM1105983,rr_MNXR162276,product
cpd_MNXM1363767,rr_MNXR162276,product
cpd_MNXM1101289,rr_MNXR162307,substrate
cpd_MNXM39,rr_MNXR162307,substrate
cpd_MNXM625,rr_MNXR162307,substrate
cpd_MNXM726637,rr_MNXR162307,substrate
cpd_MNXM738804,rr_MNXR162307,substrate
cpd_MNXM1105983,rr_MNXR162307,product
cpd_MNXM1363767,rr_MNXR162307,product
cpd_MNXM1101289,rr_MNXR162308,substrate
cpd_MNXM1103313,rr_MNXR162308,substrate
cpd_MNXM39,rr_MNXR162308,substrate
cpd_MNXM726637,rr_MNXR162308,substrate
cpd_MNXM738804,rr_MNXR162308,substrate
cpd_MNXM1105983,rr_MNXR162308,product
cpd_MNXM1363767,rr_MNXR162308,product
cpd_MNXM1104453,rr_MNXR162319,substrate
cpd_MNXM729302,rr_MNXR162319,substrate
cpd_MNXM11,rr_MNXR162319,product
cpd_MNXM1363982,rr_MNXR162319,product
cpd_MNXM114,rr_MNXR162326,substrate
cpd_MNXM1364497,rr_MNXR162326,substrate
cpd_MNXM739527,rr_MNXR162326,substrate
cpd_MNXM744848,rr_MNXR162326,product
cpd_MNXM114,rr_MNXR162328,substrate
cpd_MNXM738068,rr_MNXR162328,substrate
cpd_MNXM739527,rr_MNXR162328,substrate
cpd_MNXM744849,rr_MNXR162328,product
cpd_MNXM1107821,rr_MNXR162330,substrate
cpd_MNXM114,rr_MNXR162330,substrate
cpd_MNXM738068,rr_MNXR162330,substrate
cpd_MNXM744850,rr_MNXR162330,product
cpd_MNXM114,rr_MNXR162338,substrate
cpd_MNXM37,rr_MNXR162338,substrate
cpd_MNXM744854,rr_MNXR162338,product
cpd_MNXM114,rr_MNXR162340,substrate
cpd_MNXM1364268,rr_MNXR162340,substrate
cpd_MNXM741173,rr_MNXR162340,substrate
cpd_MNXM744855,rr_MNXR162340,product
cpd_MNXM1107769,rr_MNXR162345,substrate
cpd_MNXM114,rr_MNXR162345,substrate
cpd_MNXM744856,rr_MNXR162345,product
cpd_MNXM1106761,rr_MNXR162347,substrate
cpd_MNXM114,rr_MNXR162347,substrate
cpd_MNXM739527,rr_MNXR162347,substrate
cpd_MNXM744858,rr_MNXR162347,product
cpd_MNXM114,rr_MNXR162349,substrate
cpd_MNXM1364268,rr_MNXR162349,substrate
cpd_MNXM744859,rr_MNXR162349,product
cpd_MNXM114,rr_MNXR162353,substrate
cpd_MNXM739527,rr_MNXR162353,substrate
cpd_MNXM744860,rr_MNXR162353,product
cpd_MNXM114,rr_MNXR162355,substrate
cpd_MNXM744861,rr_MNXR162355,product
cpd_MNXM114,rr_MNXR162362,substrate
cpd_MNXM1364268,rr_MNXR162362,substrate
cpd_MNXM741553,rr_MNXR162362,substrate
cpd_MNXM744862,rr_MNXR162362,product
cpd_MNXM114,rr_MNXR162364,substrate
cpd_MNXM142,rr_MNXR162364,substrate
cpd_MNXM741553,rr_MNXR162364,substrate
cpd_MNXM744863,rr_MNXR162364,product
cpd_MNXM114,rr_MNXR162369,substrate
cpd_MNXM199,rr_MNXR162369,substrate
cpd_MNXM37,rr_MNXR162369,substrate
cpd_MNXM744864,rr_MNXR162369,product
cpd_MNXM1094062,rr_MNXR162386,substrate
cpd_MNXM737787,rr_MNXR162386,product
cpd_MNXM9,rr_MNXR162386,product
cpd_MNXM1094062,rr_MNXR162393,substrate
cpd_MNXM1368744,rr_MNXR162393,substrate
cpd_MNXM541,rr_MNXR162393,product
cpd_MNXM741173,rr_MNXR162393,product
cpd_MNXM1363975,rr_MNXR162396,substrate
cpd_MNXM9,rr_MNXR162396,substrate
cpd_MNXM1499,rr_MNXR162396,product
cpd_MNXM727276,rr_MNXR162396,product
cpd_MNXM1369355,rr_MNXR162404,substrate
cpd_MNXM1,rr_MNXR162404,product
cpd_MNXM332,rr_MNXR162404,product
cpd_MNXM728662,rr_MNXR162404,product
cpd_MNXM734590,rr_MNXR162404,product
cpd_MNXM10,rr_MNXR162429,substrate
cpd_MNXM741173,rr_MNXR162429,substrate
cpd_MNXM1105060,rr_MNXR162429,product
cpd_MNXM5,rr_MNXR162429,product
cpd_MNXM1371690,rr_MNXR162445,substrate
cpd_MNXM3,rr_MNXR162445,substrate
cpd_MNXM186,rr_MNXR162445,product
cpd_MNXM1,rr_MNXR162445,product
cpd_MNXM40333,rr_MNXR162445,product
cpd_MNXM145,rr_MNXR162448,substrate
cpd_MNXM1,rr_MNXR162448,substrate
cpd_MNXM738702,rr_MNXR162448,substrate
cpd_MNXM5,rr_MNXR162448,product
cpd_MNXM744872,rr_MNXR162448,product
cpd_MNXM1113,rr_MNXR162453,substrate
cpd_MNXM741173,rr_MNXR162453,substrate
cpd_MNXM1368744,rr_MNXR162453,product
cpd_MNXM733142,rr_MNXR162453,product
cpd_MNXM1105076,rr_MNXR162467,substrate
cpd_MNXM1106761,rr_MNXR162467,product
cpd_MNXM1,rr_MNXR162467,product
cpd_MNXM744507,rr_MNXR162467,product
cpd_MNXM744508,rr_MNXR162467,product
cpd_MNXM11,rr_MNXR162470,substrate
cpd_MNXM1,rr_MNXR162470,substrate
cpd_MNXM728294,rr_MNXR162470,substrate
cpd_MNXM731413,rr_MNXR162470,substrate
cpd_MNXM282,rr_MNXR162470,product
cpd_MNXM3,rr_MNXR162470,product
cpd_MNXM741060,rr_MNXR162470,product
cpd_MNXM1104493,rr_MNXR162476,substrate
cpd_MNXM735438,rr_MNXR162476,substrate
cpd_MNXM732620,rr_MNXR162476,product
cpd_MNXM744492,rr_MNXR162476,product
cpd_MNXM1104266,rr_MNXR162504,substrate
cpd_MNXM1104531,rr_MNXR162504,substrate
cpd_MNXM1363762,rr_MNXR162504,product
cpd_MNXM727276,rr_MNXR162504,product
cpd_MNXM1371690,rr_MNXR162615,substrate
cpd_MNXM9,rr_MNXR162615,substrate
cpd_MNXM145,rr_MNXR162615,product
cpd_MNXM737787,rr_MNXR162647,substrate
cpd_MNXM739527,rr_MNXR162647,substrate
cpd_MNXM741553,rr_MNXR162647,substrate
cpd_MNXM744878,rr_MNXR162647,product
cpd_MNXM737787,rr_MNXR162650,substrate
cpd_MNXM738068,rr_MNXR162650,substrate
cpd_MNXM739527,rr_MNXR162650,substrate
cpd_MNXM744879,rr_MNXR162650,product
cpd_MNXM1107769,rr_MNXR162657,substrate
cpd_MNXM1364268,rr_MNXR162657,substrate
cpd_MNXM737787,rr_MNXR162657,substrate
cpd_MNXM744881,rr_MNXR162657,product
cpd_MNXM1364268,rr_MNXR162659,substrate
cpd_MNXM737787,rr_MNXR162659,substrate
cpd_MNXM741664,rr_MNXR162659,substrate
cpd_MNXM744882,rr_MNXR162659,product
cpd_MNXM1105765,rr_MNXR162725,substrate
cpd_MNXM1,rr_MNXR162725,substrate
cpd_MNXM21754,rr_MNXR162725,substrate
cpd_MNXM744884,rr_MNXR162725,product
cpd_MNXM1105765,rr_MNXR162726,substrate
cpd_MNXM1,rr_MNXR162726,substrate
cpd_MNXM21753,rr_MNXR162726,substrate
cpd_MNXM744884,rr_MNXR162726,product
cpd_MNXM10,rr_MNXR162773,substrate
cpd_MNXM1104531,rr_MNXR162773,substrate
cpd_MNXM2604,rr_MNXR162773,product
cpd_MNXM727276,rr_MNXR162773,product
cpd_MNXM8,rr_MNXR162773,product
cpd_MNXM1094062,rr_MNXR162779,substrate
cpd_MNXM40333,rr_MNXR162779,substrate
cpd_MNXM3,rr_MNXR162779,product
cpd_MNXM541,rr_MNXR162779,product
cpd_MNXM1105062,rr_MNXR162785,substrate
cpd_MNXM11,rr_MNXR162785,substrate
cpd_MNXM1,rr_MNXR162785,substrate
cpd_MNXM728294,rr_MNXR162785,substrate
cpd_MNXM1107752,rr_MNXR162785,product
cpd_MNXM3,rr_MNXR162785,product
cpd_MNXM741175,rr_MNXR162785,product
cpd_MNXM10,rr_MNXR162792,substrate
cpd_MNXM1372023,rr_MNXR162792,substrate
cpd_MNXM1,rr_MNXR162792,substrate
cpd_MNXM482097,rr_MNXR162792,product
cpd_MNXM8,rr_MNXR162792,product
cpd_MNXM1104180,rr_MNXR162797,substrate
cpd_MNXM9,rr_MNXR162797,substrate
cpd_MNXM1364098,rr_MNXR162797,product
cpd_MNXM1364212,rr_MNXR162797,product
cpd_MNXM1103458,rr_MNXR162915,substrate
cpd_MNXM1137664,rr_MNXR162915,substrate
cpd_MNXM1104296,rr_MNXR162915,product
cpd_MNXM1104555,rr_MNXR162915,product
cpd_MNXM1,rr_MNXR162915,product
cpd_MNXM1107821,rr_MNXR162968,substrate
cpd_MNXM142,rr_MNXR162968,substrate
cpd_MNXM76,rr_MNXR162968,substrate
cpd_MNXM744908,rr_MNXR162968,product
cpd_MNXM142,rr_MNXR162978,substrate
cpd_MNXM728337,rr_MNXR162978,substrate
cpd_MNXM739527,rr_MNXR162978,substrate
cpd_MNXM744912,rr_MNXR162978,product
cpd_MNXM142,rr_MNXR162980,substrate
cpd_MNXM738804,rr_MNXR162980,substrate
cpd_MNXM739527,rr_MNXR162980,substrate
cpd_MNXM744913,rr_MNXR162980,product
cpd_MNXM142,rr_MNXR162983,substrate
cpd_MNXM739527,rr_MNXR162983,substrate
cpd_MNXM741664,rr_MNXR162983,substrate
cpd_MNXM744914,rr_MNXR162983,product
cpd_MNXM142,rr_MNXR162985,substrate
cpd_MNXM737787,rr_MNXR162985,substrate
cpd_MNXM739527,rr_MNXR162985,substrate
cpd_MNXM744915,rr_MNXR162985,product
cpd_MNXM142,rr_MNXR162987,substrate
cpd_MNXM739527,rr_MNXR162987,substrate
cpd_MNXM744916,rr_MNXR162987,product
cpd_MNXM142,rr_MNXR162989,substrate
cpd_MNXM738804,rr_MNXR162989,substrate
cpd_MNXM76,rr_MNXR162989,substrate
cpd_MNXM744917,rr_MNXR162989,product
cpd_MNXM1102128,rr_MNXR163029,substrate
cpd_MNXM1364185,rr_MNXR163029,substrate
cpd_MNXM1,rr_MNXR163029,substrate
cpd_MNXM9,rr_MNXR163029,substrate
cpd_MNXM1364019,rr_MNXR163029,product
cpd_MNXM1364111,rr_MNXR163029,product
cpd_MNXM1364061,rr_MNXR163030,substrate
cpd_MNXM1364212,rr_MNXR163030,substrate
cpd_MNXM1364185,rr_MNXR163030,product
cpd_MNXM9,rr_MNXR163030,product
cpd_MNXM1364185,rr_MNXR163031,substrate
cpd_MNXM733515,rr_MNXR163031,product
cpd_MNXM1105732,rr_MNXR163042,substrate
cpd_MNXM114,rr_MNXR163042,substrate
cpd_MNXM741553,rr_MNXR163042,substrate
cpd_MNXM744925,rr_MNXR163042,product
cpd_MNXM1127185,rr_MNXR163051,substrate
cpd_MNXM37,rr_MNXR163051,product
cpd_MNXM741553,rr_MNXR163051,product
cpd_MNXM1106761,rr_MNXR163055,substrate
cpd_MNXM741173,rr_MNXR163055,substrate
cpd_MNXM741553,rr_MNXR163055,substrate
cpd_MNXM744930,rr_MNXR163055,product
cpd_MNXM199,rr_MNXR163067,substrate
cpd_MNXM29,rr_MNXR163067,substrate
cpd_MNXM741553,rr_MNXR163067,substrate
cpd_MNXM744936,rr_MNXR163067,product
cpd_MNXM1107769,rr_MNXR163069,substrate
cpd_MNXM738804,rr_MNXR163069,substrate
cpd_MNXM741553,rr_MNXR163069,substrate
cpd_MNXM744937,rr_MNXR163069,product
cpd_MNXM1106761,rr_MNXR163075,substrate
cpd_MNXM199,rr_MNXR163075,substrate
cpd_MNXM741553,rr_MNXR163075,substrate
cpd_MNXM744940,rr_MNXR163075,product
cpd_MNXM1364268,rr_MNXR163077,substrate
cpd_MNXM741553,rr_MNXR163077,substrate
cpd_MNXM744941,rr_MNXR163077,product
cpd_MNXM199,rr_MNXR163081,substrate
cpd_MNXM738804,rr_MNXR163081,substrate
cpd_MNXM741553,rr_MNXR163081,substrate
cpd_MNXM744943,rr_MNXR163081,product
cpd_MNXM1106761,rr_MNXR163087,substrate
cpd_MNXM114,rr_MNXR163087,substrate
cpd_MNXM741553,rr_MNXR163087,substrate
cpd_MNXM744946,rr_MNXR163087,product
cpd_MNXM114,rr_MNXR163089,substrate
cpd_MNXM199,rr_MNXR163089,substrate
cpd_MNXM741553,rr_MNXR163089,substrate
cpd_MNXM744947,rr_MNXR163089,product
cpd_MNXM142,rr_MNXR163095,substrate
cpd_MNXM741173,rr_MNXR163095,substrate
cpd_MNXM741553,rr_MNXR163095,substrate
cpd_MNXM744949,rr_MNXR163095,product
cpd_MNXM142,rr_MNXR163097,substrate
cpd_MNXM728337,rr_MNXR163097,substrate
cpd_MNXM741553,rr_MNXR163097,substrate
cpd_MNXM744950,rr_MNXR163097,product
cpd_MNXM142,rr_MNXR163099,substrate
cpd_MNXM741553,rr_MNXR163099,substrate
cpd_MNXM76,rr_MNXR163099,substrate
cpd_MNXM744951,rr_MNXR163099,product
cpd_MNXM37,rr_MNXR163101,substrate
cpd_MNXM741553,rr_MNXR163101,substrate
cpd_MNXM76,rr_MNXR163101,substrate
cpd_MNXM744952,rr_MNXR163101,product
cpd_MNXM1364497,rr_MNXR163105,substrate
cpd_MNXM199,rr_MNXR163105,substrate
cpd_MNXM741553,rr_MNXR163105,substrate
cpd_MNXM744954,rr_MNXR163105,product
cpd_MNXM1,rr_MNXR163126,substrate
cpd_MNXM660,rr_MNXR163126,substrate
cpd_MNXM735438,rr_MNXR163126,substrate
cpd_MNXM738702,rr_MNXR163126,substrate
cpd_MNXM5,rr_MNXR163126,product
cpd_MNXM603,rr_MNXR163126,product
cpd_MNXM739527,rr_MNXR163131,substrate
cpd_MNXM741173,rr_MNXR163131,substrate
cpd_MNXM76,rr_MNXR163131,substrate
cpd_MNXM744959,rr_MNXR163131,product
cpd_MNXM737787,rr_MNXR163133,substrate
cpd_MNXM739527,rr_MNXR163133,substrate
cpd_MNXM76,rr_MNXR163133,substrate
cpd_MNXM744960,rr_MNXR163133,product
cpd_MNXM1364497,rr_MNXR163135,substrate
cpd_MNXM739527,rr_MNXR163135,substrate
cpd_MNXM76,rr_MNXR163135,substrate
cpd_MNXM744961,rr_MNXR163135,product
cpd_MNXM142,rr_MNXR163140,substrate
cpd_MNXM738068,rr_MNXR163140,substrate
cpd_MNXM76,rr_MNXR163140,substrate
cpd_MNXM744963,rr_MNXR163140,product
cpd_MNXM1106761,rr_MNXR163144,substrate
cpd_MNXM739527,rr_MNXR163144,substrate
cpd_MNXM76,rr_MNXR163144,substrate
cpd_MNXM744965,rr_MNXR163144,product
cpd_MNXM142,rr_MNXR163149,substrate
cpd_MNXM76,rr_MNXR163149,substrate
cpd_MNXM744967,rr_MNXR163149,product
cpd_MNXM199,rr_MNXR163155,substrate
cpd_MNXM738804,rr_MNXR163155,substrate
cpd_MNXM76,rr_MNXR163155,substrate
cpd_MNXM744970,rr_MNXR163155,product
cpd_MNXM1102128,rr_MNXR163197,substrate
cpd_MNXM1,rr_MNXR163197,substrate
cpd_MNXM744695,rr_MNXR163197,substrate
cpd_MNXM1104890,rr_MNXR163197,product
cpd_MNXM205,rr_MNXR163197,product
cpd_MNXM1102128,rr_MNXR163198,substrate
cpd_MNXM1105746,rr_MNXR163198,substrate
cpd_MNXM1,rr_MNXR163198,substrate
cpd_MNXM1104890,rr_MNXR163198,product
cpd_MNXM205,rr_MNXR163198,product
cpd_MNXM1107769,rr_MNXR163243,substrate
cpd_MNXM1107821,rr_MNXR163243,substrate
cpd_MNXM199,rr_MNXR163243,substrate
cpd_MNXM744974,rr_MNXR163243,product
cpd_MNXM1106761,rr_MNXR163245,substrate
cpd_MNXM199,rr_MNXR163245,substrate
cpd_MNXM741664,rr_MNXR163245,substrate
cpd_MNXM744975,rr_MNXR163245,product
cpd_MNXM199,rr_MNXR163249,substrate
cpd_MNXM739527,rr_MNXR163249,substrate
cpd_MNXM741664,rr_MNXR163249,substrate
cpd_MNXM744977,rr_MNXR163249,product
cpd_MNXM199,rr_MNXR163253,substrate
cpd_MNXM737787,rr_MNXR163253,substrate
cpd_MNXM739527,rr_MNXR163253,substrate
cpd_MNXM744979,rr_MNXR163253,product
cpd_MNXM1104451,rr_MNXR163345,substrate
cpd_MNXM1364539,rr_MNXR163345,substrate
cpd_MNXM1,rr_MNXR163345,substrate
cpd_MNXM1108515,rr_MNXR163345,product
cpd_MNXM1363936,rr_MNXR163345,product
cpd_MNXM13,rr_MNXR163345,product
cpd_MNXM1104531,rr_MNXR163346,substrate
cpd_MNXM1364539,rr_MNXR163346,substrate
cpd_MNXM1104781,rr_MNXR163346,product
cpd_MNXM1108515,rr_MNXR163346,product
cpd_MNXM1108515,rr_MNXR163347,substrate
cpd_MNXM1364002,rr_MNXR163347,substrate
cpd_MNXM1364163,rr_MNXR163347,product
cpd_MNXM1364539,rr_MNXR163347,product
cpd_MNXM1108515,rr_MNXR163348,substrate
cpd_MNXM1363971,rr_MNXR163348,substrate
cpd_MNXM1363975,rr_MNXR163348,product
cpd_MNXM1364539,rr_MNXR163348,product
cpd_MNXM1103837,rr_MNXR163350,substrate
cpd_MNXM1364266,rr_MNXR163350,substrate
cpd_MNXM1104095,rr_MNXR163350,product
cpd_MNXM727276,rr_MNXR163350,product
cpd_MNXM1,rr_MNXR163356,substrate
cpd_MNXM236,rr_MNXR163356,substrate
cpd_MNXM726122,rr_MNXR163356,substrate
cpd_MNXM736463,rr_MNXR163356,product
cpd_MNXM1104300,rr_MNXR163360,substrate
cpd_MNXM1364539,rr_MNXR163360,substrate
cpd_MNXM1108515,rr_MNXR163360,product
cpd_MNXM1363936,rr_MNXR163360,product
cpd_MNXM1092909,rr_MNXR163361,substrate
cpd_MNXM1364539,rr_MNXR163361,substrate
cpd_MNXM1104661,rr_MNXR163361,product
cpd_MNXM1108515,rr_MNXR163361,product
cpd_MNXM1093479,rr_MNXR163362,substrate
cpd_MNXM1364539,rr_MNXR163362,substrate
cpd_MNXM1106007,rr_MNXR163362,product
cpd_MNXM1108515,rr_MNXR163362,product
cpd_MNXM1104173,rr_MNXR163363,substrate
cpd_MNXM1108515,rr_MNXR163363,substrate
cpd_MNXM1104283,rr_MNXR163363,product
cpd_MNXM1364539,rr_MNXR163363,product
cpd_MNXM1103616,rr_MNXR163364,substrate
cpd_MNXM1364539,rr_MNXR163364,substrate
cpd_MNXM1104717,rr_MNXR163364,product
cpd_MNXM1108515,rr_MNXR163364,product
cpd_MNXM1092836,rr_MNXR163365,substrate
cpd_MNXM1364539,rr_MNXR163365,substrate
cpd_MNXM1104631,rr_MNXR163365,product
cpd_MNXM1108515,rr_MNXR163365,product
cpd_MNXM11,rr_MNXR163374,substrate
cpd_MNXM1371238,rr_MNXR163374,substrate
cpd_MNXM1,rr_MNXR163374,substrate
cpd_MNXM9,rr_MNXR163374,substrate
cpd_MNXM1369355,rr_MNXR163374,product
cpd_MNXM1105027,rr_MNXR163396,substrate
cpd_MNXM732620,rr_MNXR163396,substrate
cpd_MNXM735438,rr_MNXR163396,product
cpd_MNXM736685,rr_MNXR163396,product
cpd_MNXM10,rr_MNXR163431,substrate
cpd_MNXM1,rr_MNXR163431,substrate
cpd_MNXM90148,rr_MNXR163431,substrate
cpd_MNXM145743,rr_MNXR163431,product
cpd_MNXM8,rr_MNXR163431,product
cpd_MNXM1747,rr_MNXR163466,substrate
cpd_MNXM814665,rr_MNXR163466,product
cpd_MNXM1102128,rr_MNXR163568,substrate
cpd_MNXM741874,rr_MNXR163568,substrate
cpd_MNXM1104675,rr_MNXR163568,product
cpd_MNXM1,rr_MNXR163568,product
cpd_MNXM741839,rr_MNXR163568,product
cpd_MNXM1100874,rr_MNXR163594,substrate
cpd_MNXM53152,rr_MNXR163594,product
cpd_MNXM1102128,rr_MNXR163619,substrate
cpd_MNXM527643,rr_MNXR163619,substrate
cpd_MNXM1104675,rr_MNXR163619,product
cpd_MNXM1371610,rr_MNXR163619,product
cpd_MNXM1107752,rr_MNXR163767,substrate
cpd_MNXM3,rr_MNXR163767,substrate
cpd_MNXM741396,rr_MNXR163767,substrate
cpd_MNXM11,rr_MNXR163767,product
cpd_MNXM728294,rr_MNXR163767,product
cpd_MNXM746919,rr_MNXR163767,product
cpd_MNXM1103285,rr_MNXR163785,substrate
cpd_MNXM1,rr_MNXR163785,substrate
cpd_MNXM814736,rr_MNXR163785,substrate
cpd_MNXM1104188,rr_MNXR163785,product
cpd_MNXM18842,rr_MNXR163785,product
cpd_MNXM1458,rr_MNXR163870,substrate
cpd_MNXM1,rr_MNXR163870,substrate
cpd_MNXM814750,rr_MNXR163870,product
cpd_MNXM1103718,rr_MNXR163875,substrate
cpd_MNXM2067,rr_MNXR163875,substrate
cpd_MNXM11,rr_MNXR163875,product
cpd_MNXM746897,rr_MNXR163875,product
cpd_MNXM1363657,rr_MNXR163878,substrate
cpd_MNXM13,rr_MNXR163878,substrate
cpd_succinate,rr_MNXR163878,substrate
cpd_MNXM1368744,rr_MNXR163878,product
